"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","Vix","P/L"
"155.1","2025-11-10"," 9:16:00 AM","2025-11-10"," 9:17:00 AM","CE","25500","Sell","65","142.45","127.25","","988.00"
"155.2","2025-11-10"," 9:16:00 AM","2025-11-10"," 9:17:00 AM","CE","25400","Buy","65","224.10","205.15","","-1231.75"
"155.3","2025-11-10"," 9:16:00 AM","2025-11-10"," 9:17:00 AM","PE","25700","Sell","65","129.85","148.15","","-1189.50"
"155.4","2025-11-10"," 9:16:00 AM","2025-11-10"," 9:17:00 AM","PE","25800","Buy","65","207.70","227.70","","1300.00"
"156","2025-11-11"," 9:16:00 AM","2025-11-11"," 9:17:00 AM","","","","","","","12.40","-211.25"
"156.1","2025-11-11"," 9:16:00 AM","2025-11-11"," 9:17:00 AM","CE","25500","Sell","65","144.50","124.50","","1300.00"
"156.2","2025-11-11"," 9:16:00 AM","2025-11-11"," 9:17:00 AM","CE","25400","Buy","65","233.10","205.85","","-1771.25"
"156.3","2025-11-11"," 9:16:00 AM","2025-11-11"," 9:17:00 AM","PE","25700","Sell","65","97.50","121.50","","-1560.00"
"156.4","2025-11-11"," 9:16:00 AM","2025-11-11"," 9:17:00 AM","PE","25800","Buy","65","178.70","206.70","","1820.00"
"157","2025-11-12"," 9:16:00 AM","2025-11-12"," 9:21:00 AM","","","","","","","12.09","-741.00"
"157.1","2025-11-12"," 9:16:00 AM","2025-11-12"," 9:21:00 AM","CE","25700","Sell","65","269.75","262.30","","484.25"
"157.2","2025-11-12"," 9:16:00 AM","2025-11-12"," 9:21:00 AM","CE","25600","Buy","65","348.60","328.60","","-1300.00"
"157.3","2025-11-12"," 9:16:00 AM","2025-11-12"," 9:21:00 AM","PE","25900","Sell","65","138.10","143.50","","-351.00"
"157.4","2025-11-12"," 9:16:00 AM","2025-11-12"," 9:21:00 AM","PE","26000","Buy","65","191.50","198.05","","425.75"
"158","2025-11-13"," 9:16:00 AM","2025-11-13"," 9:18:00 AM","","","","","","","11.72","35.75"
"158.1","2025-11-13"," 9:16:00 AM","2025-11-13"," 9:18:00 AM","CE","25750","Sell","65","200.20","216.95","","-1088.75"
"158.2","2025-11-13"," 9:16:00 AM","2025-11-13"," 9:18:00 AM","CE","25650","Buy","65","272.30","292.30","","1300.00"
"158.3","2025-11-13"," 9:16:00 AM","2025-11-13"," 9:18:00 AM","PE","25950","Sell","65","165.00","153.20","","767.00"
"158.4","2025-11-13"," 9:16:00 AM","2025-11-13"," 9:18:00 AM","PE","26050","Buy","65","230.00","215.50","","-942.50"
"159","2025-11-14"," 9:16:00 AM","2025-11-14"," 9:17:00 AM","","","","","","","12.24","-364.00"
"159.1","2025-11-14"," 9:16:00 AM","2025-11-14"," 9:17:00 AM","CE","25700","Sell","65","236.30","216.30","","1300.00"
"159.2","2025-11-14"," 9:16:00 AM","2025-11-14"," 9:17:00 AM","CE","25600","Buy","65","310.00","278.65","","-2037.75"
"159.3","2025-11-14"," 9:16:00 AM","2025-11-14"," 9:17:00 AM","PE","25900","Sell","65","153.35","167.30","","-906.75"
"159.4","2025-11-14"," 9:16:00 AM","2025-11-14"," 9:17:00 AM","PE","26000","Buy","65","212.95","232.65","","1280.50"
"160","2025-11-17"," 9:16:00 AM","2025-11-17"," 9:17:00 AM","","","","","","","12.22","728.00"
"160.1","2025-11-17"," 9:16:00 AM","2025-11-17"," 9:17:00 AM","CE","25800","Sell","65","190.10","170.10","","1300.00"
"160.2","2025-11-17"," 9:16:00 AM","2025-11-17"," 9:17:00 AM","CE","25700","Buy","65","274.70","264.85","","-640.25"
"160.3","2025-11-17"," 9:16:00 AM","2025-11-17"," 9:17:00 AM","PE","26000","Sell","65","108.05","115.00","","-451.75"
"160.4","2025-11-17"," 9:16:00 AM","2025-11-17"," 9:17:00 AM","PE","26100","Buy","65","175.80","183.80","","520.00"
"161","2025-11-18"," 9:16:00 AM","2025-11-18"," 9:26:00 AM","","","","","","","11.83","-42.25"
"161.1","2025-11-18"," 9:16:00 AM","2025-11-18"," 9:26:00 AM","CE","25850","Sell","65","113.35","131.05","","-1150.50"
"161.2","2025-11-18"," 9:16:00 AM","2025-11-18"," 9:26:00 AM","CE","25750","Buy","65","196.40","216.40","","1300.00"
"161.3","2025-11-18"," 9:16:00 AM","2025-11-18"," 9:26:00 AM","PE","26050","Sell","65","134.25","117.25","","1105.00"
"161.4","2025-11-18"," 9:16:00 AM","2025-11-18"," 9:26:00 AM","PE","26150","Buy","65","220.20","200.25","","-1296.75"
"162","2025-11-19"," 9:16:00 AM","2025-11-19"," 9:20:00 AM","","","","","","","12.02","-45.50"
"162.1","2025-11-19"," 9:16:00 AM","2025-11-19"," 9:20:00 AM","CE","25800","Sell","65","223.25","203.25","","1300.00"
"162.2","2025-11-19"," 9:16:00 AM","2025-11-19"," 9:20:00 AM","CE","25700","Buy","65","293.65","269.80","","-1550.25"
"162.3","2025-11-19"," 9:16:00 AM","2025-11-19"," 9:20:00 AM","PE","26000","Sell","65","193.90","208.10","","-923.00"
"162.4","2025-11-19"," 9:16:00 AM","2025-11-19"," 9:20:00 AM","PE","26100","Buy","65","256.10","273.45","","1127.75"
"163","2025-11-20"," 9:16:00 AM","2025-11-20"," 9:17:00 AM","","","","","","","11.84","-224.25"
"163.1","2025-11-20"," 9:16:00 AM","2025-11-20"," 9:17:00 AM","CE","26000","Sell","65","210.05","197.05","","845.00"
"163.2","2025-11-20"," 9:16:00 AM","2025-11-20"," 9:17:00 AM","CE","25900","Buy","65","286.80","266.80","","-1300.00"
"163.3","2025-11-20"," 9:16:00 AM","2025-11-20"," 9:17:00 AM","PE","26200","Sell","65","159.75","175.15","","-1001.00"
"163.4","2025-11-20"," 9:16:00 AM","2025-11-20"," 9:17:00 AM","PE","26300","Buy","65","220.55","239.50","","1231.75"
"164","2025-11-21"," 9:16:00 AM","2025-11-21"," 9:20:00 AM","","","","","","","13.78","484.25"
"164.1","2025-11-21"," 9:16:00 AM","2025-11-21"," 9:20:00 AM","CE","26000","Sell","65","202.65","213.45","","-702.00"
"164.2","2025-11-21"," 9:16:00 AM","2025-11-21"," 9:20:00 AM","CE","25900","Buy","65","275.00","295.00","","1300.00"
"164.3","2025-11-21"," 9:16:00 AM","2025-11-21"," 9:20:00 AM","PE","26200","Sell","65","145.85","136.05","","637.00"
"164.4","2025-11-21"," 9:16:00 AM","2025-11-21"," 9:20:00 AM","PE","26300","Buy","65","209.35","197.80","","-750.75"
"165","2025-11-24"," 9:16:00 AM","2025-11-24"," 9:34:00 AM","","","","","","","13.01","256.75"
"165.1","2025-11-24"," 9:16:00 AM","2025-11-24"," 9:34:00 AM","CE","26000","Sell","65","172.80","154.35","","1199.25"
"165.2","2025-11-24"," 9:16:00 AM","2025-11-24"," 9:34:00 AM","CE","25900","Buy","65","253.75","233.75","","-1300.00"
"165.3","2025-11-24"," 9:16:00 AM","2025-11-24"," 9:34:00 AM","PE","26200","Sell","65","122.10","129.00","","-448.50"
"165.4","2025-11-24"," 9:16:00 AM","2025-11-24"," 9:34:00 AM","PE","26300","Buy","65","190.45","202.85","","806.00"
"166","2025-11-25"," 9:16:00 AM","2025-11-25"," 9:19:00 AM","","","","","","","12.52","500.50"
"166.1","2025-11-25"," 9:16:00 AM","2025-11-25"," 9:19:00 AM","CE","25850","Sell","65","120.75","131.75","","-715.00"
"166.2","2025-11-25"," 9:16:00 AM","2025-11-25"," 9:19:00 AM","CE","25750","Buy","65","204.10","224.10","","1300.00"
"166.3","2025-11-25"," 9:16:00 AM","2025-11-25"," 9:19:00 AM","PE","26050","Sell","65","129.00","110.00","","1235.00"
"166.4","2025-11-25"," 9:16:00 AM","2025-11-25"," 9:19:00 AM","PE","26150","Buy","65","214.20","193.90","","-1319.50"
"167","2025-11-26"," 9:16:00 AM","2025-11-26"," 9:34:00 AM","","","","","","","11.90","149.50"
"167.1","2025-11-26"," 9:16:00 AM","2025-11-26"," 9:34:00 AM","CE","25850","Sell","65","248.20","268.20","","-1300.00"
"167.2","2025-11-26"," 9:16:00 AM","2025-11-26"," 9:34:00 AM","CE","25750","Buy","65","324.20","349.15","","1621.75"
"167.3","2025-11-26"," 9:16:00 AM","2025-11-26"," 9:34:00 AM","PE","26050","Sell","65","140.25","126.10","","919.75"
"167.4","2025-11-26"," 9:16:00 AM","2025-11-26"," 9:34:00 AM","PE","26150","Buy","65","196.30","179.50","","-1092.00"
"168","2025-11-27"," 9:16:00 AM","2025-11-27"," 9:22:00 AM","","","","","","","11.95","481.00"
"168.1","2025-11-27"," 9:16:00 AM","2025-11-27"," 9:22:00 AM","CE","26150","Sell","65","202.05","222.05","","-1300.00"
"168.2","2025-11-27"," 9:16:00 AM","2025-11-27"," 9:22:00 AM","CE","26050","Buy","65","274.00","302.70","","1865.50"
"168.3","2025-11-27"," 9:16:00 AM","2025-11-27"," 9:22:00 AM","PE","26350","Sell","65","157.55","139.35","","1183.00"
"168.4","2025-11-27"," 9:16:00 AM","2025-11-27"," 9:22:00 AM","PE","26450","Buy","65","219.40","199.90","","-1267.50"
"169","2025-11-28"," 9:16:00 AM","2025-11-28"," 9:19:00 AM","","","","","","","11.34","-409.50"
"169.1","2025-11-28"," 9:16:00 AM","2025-11-28"," 9:19:00 AM","CE","26100","Sell","65","187.45","207.45","","-1300.00"
"169.2","2025-11-28"," 9:16:00 AM","2025-11-28"," 9:19:00 AM","CE","26000","Buy","65","268.75","285.15","","1066.00"
"169.3","2025-11-28"," 9:16:00 AM","2025-11-28"," 9:19:00 AM","PE","26300","Sell","65","139.90","124.25","","1017.25"
"169.4","2025-11-28"," 9:16:00 AM","2025-11-28"," 9:19:00 AM","PE","26400","Buy","65","202.85","184.50","","-1192.75"
"170","2025-12-01"," 9:16:00 AM","2025-12-01"," 9:53:00 AM","","","","","","","11.17","403.00"
"170.1","2025-12-01"," 9:16:00 AM","2025-12-01"," 9:53:00 AM","CE","26200","Sell","65","152.10","132.10","","1300.00"
"170.2","2025-12-01"," 9:16:00 AM","2025-12-01"," 9:53:00 AM","CE","26100","Buy","65","233.90","215.80","","-1176.50"
"170.3","2025-12-01"," 9:16:00 AM","2025-12-01"," 9:53:00 AM","PE","26400","Sell","65","123.75","134.90","","-724.75"
"170.4","2025-12-01"," 9:16:00 AM","2025-12-01"," 9:53:00 AM","PE","26500","Buy","65","198.90","214.35","","1004.25"
"171","2025-12-02"," 9:16:00 AM","2025-12-02"," 9:19:00 AM","","","","","","","11.36","52.00"
"171.1","2025-12-02"," 9:16:00 AM","2025-12-02"," 9:19:00 AM","CE","26000","Sell","65","139.35","159.35","","-1300.00"
"171.2","2025-12-02"," 9:16:00 AM","2025-12-02"," 9:19:00 AM","CE","25900","Buy","65","226.30","252.90","","1729.00"
"171.3","2025-12-02"," 9:16:00 AM","2025-12-02"," 9:19:00 AM","PE","26200","Sell","65","99.85","80.35","","1267.50"
"171.4","2025-12-02"," 9:16:00 AM","2025-12-02"," 9:19:00 AM","PE","26300","Buy","65","184.75","159.45","","-1644.50"
"172","2025-12-03"," 9:16:00 AM","2025-12-03"," 9:28:00 AM","","","","","","","11.16","-451.75"
"172.1","2025-12-03"," 9:16:00 AM","2025-12-03"," 9:28:00 AM","CE","25900","Sell","65","225.75","205.75","","1300.00"
"172.2","2025-12-03"," 9:16:00 AM","2025-12-03"," 9:28:00 AM","CE","25800","Buy","65","300.00","271.95","","-1823.25"
"172.3","2025-12-03"," 9:16:00 AM","2025-12-03"," 9:28:00 AM","PE","26100","Sell","65","157.75","182.40","","-1602.25"
"172.4","2025-12-03"," 9:16:00 AM","2025-12-03"," 9:28:00 AM","PE","26200","Buy","65","219.25","245.00","","1673.75"
"173","2025-12-04"," 9:16:00 AM","2025-12-04"," 9:24:00 AM","","","","","","","10.81","585.00"
"173.1","2025-12-04"," 9:16:00 AM","2025-12-04"," 9:24:00 AM","CE","25850","Sell","65","184.00","204.00","","-1300.00"
"173.2","2025-12-04"," 9:16:00 AM","2025-12-04"," 9:24:00 AM","CE","25750","Buy","65","255.50","290.95","","2304.25"
"173.3","2025-12-04"," 9:16:00 AM","2025-12-04"," 9:24:00 AM","PE","26050","Sell","65","162.35","141.25","","1371.50"
"173.4","2025-12-04"," 9:16:00 AM","2025-12-04"," 9:24:00 AM","PE","26150","Buy","65","232.00","204.45","","-1790.75"
"174","2025-12-05"," 9:16:00 AM","2025-12-05"," 9:20:00 AM","","","","","","","10.58","-182.00"
"174.1","2025-12-05"," 9:16:00 AM","2025-12-05"," 9:20:00 AM","CE","25900","Sell","65","200.05","218.95","","-1228.50"
"174.2","2025-12-05"," 9:16:00 AM","2025-12-05"," 9:20:00 AM","CE","25800","Buy","65","279.40","299.40","","1300.00"
"174.3","2025-12-05"," 9:16:00 AM","2025-12-05"," 9:20:00 AM","PE","26100","Sell","65","124.25","115.00","","601.25"
"174.4","2025-12-05"," 9:16:00 AM","2025-12-05"," 9:20:00 AM","PE","26200","Buy","65","188.30","175.15","","-854.75"
"175","2025-12-08"," 9:16:00 AM","2025-12-08"," 9:28:00 AM","","","","","","","10.64","113.75"
"175.1","2025-12-08"," 9:16:00 AM","2025-12-08"," 9:28:00 AM","CE","26050","Sell","65","155.50","138.00","","1137.50"
"175.2","2025-12-08"," 9:16:00 AM","2025-12-08"," 9:28:00 AM","CE","25950","Buy","65","238.85","218.85","","-1300.00"
"175.3","2025-12-08"," 9:16:00 AM","2025-12-08"," 9:28:00 AM","PE","26250","Sell","65","111.55","128.30","","-1088.75"
"175.4","2025-12-08"," 9:16:00 AM","2025-12-08"," 9:28:00 AM","PE","26350","Buy","65","186.95","207.95","","1365.00"
"176","2025-12-09"," 9:16:00 AM","2025-12-09"," 9:18:00 AM","","","","","","","11.17","-191.75"
"176.1","2025-12-09"," 9:16:00 AM","2025-12-09"," 9:18:00 AM","CE","25750","Sell","65","134.60","120.40","","923.00"
"176.2","2025-12-09"," 9:16:00 AM","2025-12-09"," 9:18:00 AM","CE","25650","Buy","65","222.95","202.95","","-1300.00"
"176.3","2025-12-09"," 9:16:00 AM","2025-12-09"," 9:18:00 AM","PE","25950","Sell","65","109.45","122.35","","-838.50"
"176.4","2025-12-09"," 9:16:00 AM","2025-12-09"," 9:18:00 AM","PE","26050","Buy","65","191.75","207.50","","1023.75"
"177","2025-12-10"," 9:16:00 AM","2025-12-10"," 9:17:00 AM","","","","","","","10.98","-169.00"
"177.1","2025-12-10"," 9:16:00 AM","2025-12-10"," 9:17:00 AM","CE","25750","Sell","65","196.30","216.30","","-1300.00"
"177.2","2025-12-10"," 9:16:00 AM","2025-12-10"," 9:17:00 AM","CE","25650","Buy","65","270.80","290.35","","1270.75"
"177.3","2025-12-10"," 9:16:00 AM","2025-12-10"," 9:17:00 AM","PE","25950","Sell","65","175.50","162.70","","832.00"
"177.4","2025-12-10"," 9:16:00 AM","2025-12-10"," 9:17:00 AM","PE","26050","Buy","65","240.25","225.30","","-971.75"
"178","2025-12-11"," 9:16:00 AM","2025-12-11"," 9:17:00 AM","","","","","","","10.79","-19.50"
"178.1","2025-12-11"," 9:16:00 AM","2025-12-11"," 9:17:00 AM","CE","25650","Sell","65","216.15","199.70","","1069.25"
"178.2","2025-12-11"," 9:16:00 AM","2025-12-11"," 9:17:00 AM","CE","25550","Buy","65","291.30","271.30","","-1300.00"
"178.3","2025-12-11"," 9:16:00 AM","2025-12-11"," 9:17:00 AM","PE","25850","Sell","65","149.00","167.20","","-1183.00"
"178.4","2025-12-11"," 9:16:00 AM","2025-12-11"," 9:17:00 AM","PE","25950","Buy","65","212.30","233.75","","1394.25"
"179","2025-12-12"," 9:16:00 AM","2025-12-12"," 9:21:00 AM","","","","","","","10.35","-568.75"
"179.1","2025-12-12"," 9:16:00 AM","2025-12-12"," 9:21:00 AM","CE","25900","Sell","65","160.00","180.00","","-1300.00"
"179.2","2025-12-12"," 9:16:00 AM","2025-12-12"," 9:21:00 AM","CE","25800","Buy","65","238.55","253.65","","981.50"
"179.3","2025-12-12"," 9:16:00 AM","2025-12-12"," 9:21:00 AM","PE","26100","Sell","65","145.25","131.10","","919.75"
"179.4","2025-12-12"," 9:16:00 AM","2025-12-12"," 9:21:00 AM","PE","26200","Buy","65","218.00","200.00","","-1170.00"
"180","2025-12-15"," 9:16:00 AM","2025-12-15"," 9:23:00 AM","","","","","","","10.35","-344.50"
"180.1","2025-12-15"," 9:16:00 AM","2025-12-15"," 9:23:00 AM","CE","25850","Sell","65","146.40","134.05","","802.75"
"180.2","2025-12-15"," 9:16:00 AM","2025-12-15"," 9:23:00 AM","CE","25750","Buy","65","232.00","212.00","","-1300.00"
"180.3","2025-12-15"," 9:16:00 AM","2025-12-15"," 9:23:00 AM","PE","26050","Sell","65","125.80","141.70","","-1033.50"
"180.4","2025-12-15"," 9:16:00 AM","2025-12-15"," 9:23:00 AM","PE","26150","Buy","65","202.95","221.20","","1186.25"
"181","2025-12-16"," 9:16:00 AM","2025-12-16"," 9:31:00 AM","","","","","","","10.09","438.75"
"181.1","2025-12-16"," 9:16:00 AM","2025-12-16"," 9:31:00 AM","CE","25850","Sell","65","109.20","89.20","","1300.00"
"181.2","2025-12-16"," 9:16:00 AM","2025-12-16"," 9:31:00 AM","CE","25750","Buy","65","194.45","176.55","","-1163.50"
"181.3","2025-12-16"," 9:16:00 AM","2025-12-16"," 9:31:00 AM","PE","26050","Sell","65","128.15","140.50","","-802.75"
"181.4","2025-12-16"," 9:16:00 AM","2025-12-16"," 9:31:00 AM","PE","26150","Buy","65","216.40","233.40","","1105.00"
"182","2025-12-17"," 9:16:00 AM","2025-12-17"," 9:17:00 AM","","","","","","","10.04","169.00"
"182.1","2025-12-17"," 9:16:00 AM","2025-12-17"," 9:17:00 AM","CE","25750","Sell","65","215.50","231.65","","-1049.75"
"182.2","2025-12-17"," 9:16:00 AM","2025-12-17"," 9:17:00 AM","CE","25650","Buy","65","290.00","310.00","","1300.00"
"182.3","2025-12-17"," 9:16:00 AM","2025-12-17"," 9:17:00 AM","PE","25950","Sell","65","153.75","138.40","","997.75"
"182.4","2025-12-17"," 9:16:00 AM","2025-12-17"," 9:17:00 AM","PE","26050","Buy","65","214.00","197.40","","-1079.00"
"183","2025-12-18"," 9:16:00 AM","2025-12-18"," 9:22:00 AM","","","","","","","9.86","812.50"
"183.1","2025-12-18"," 9:16:00 AM","2025-12-18"," 9:22:00 AM","CE","25650","Sell","65","201.95","208.00","","-393.25"
"183.2","2025-12-18"," 9:16:00 AM","2025-12-18"," 9:22:00 AM","CE","25550","Buy","65","278.90","298.90","","1300.00"
"183.3","2025-12-18"," 9:16:00 AM","2025-12-18"," 9:22:00 AM","PE","25850","Sell","65","136.05","129.85","","403.00"
"183.4","2025-12-18"," 9:16:00 AM","2025-12-18"," 9:22:00 AM","PE","25950","Buy","65","201.55","193.90","","-497.25"
"184","2025-12-19"," 9:16:00 AM","2025-12-19"," 9:19:00 AM","","","","","","","9.67","97.50"
"184.1","2025-12-19"," 9:16:00 AM","2025-12-19"," 9:19:00 AM","CE","25800","Sell","65","172.70","188.15","","-1004.25"
"184.2","2025-12-19"," 9:16:00 AM","2025-12-19"," 9:19:00 AM","CE","25700","Buy","65","250.50","270.50","","1300.00"
"184.3","2025-12-19"," 9:16:00 AM","2025-12-19"," 9:19:00 AM","PE","26000","Sell","65","132.55","120.70","","770.25"
"184.4","2025-12-19"," 9:16:00 AM","2025-12-19"," 9:19:00 AM","PE","26100","Buy","65","202.05","187.15","","-968.50"
"185","2025-12-22"," 9:16:00 AM","2025-12-22"," 9:21:00 AM","","","","","","","9.77","178.75"
"185.1","2025-12-22"," 9:16:00 AM","2025-12-22"," 9:21:00 AM","CE","26000","Sell","65","138.05","153.45","","-1001.00"
"185.2","2025-12-22"," 9:16:00 AM","2025-12-22"," 9:21:00 AM","CE","25900","Buy","65","220.25","240.25","","1300.00"
"185.3","2025-12-22"," 9:16:00 AM","2025-12-22"," 9:21:00 AM","PE","26200","Sell","65","123.95","110.50","","874.25"
"185.4","2025-12-22"," 9:16:00 AM","2025-12-22"," 9:21:00 AM","PE","26300","Buy","65","202.30","187.00","","-994.50"
"186","2025-12-23"," 9:16:00 AM","2025-12-23"," 9:17:00 AM","","","","","","","9.75","263.25"
"186.1","2025-12-23"," 9:16:00 AM","2025-12-23"," 9:17:00 AM","CE","26050","Sell","65","140.75","120.75","","1300.00"
"186.2","2025-12-23"," 9:16:00 AM","2025-12-23"," 9:17:00 AM","CE","25950","Buy","65","234.75","216.55","","-1183.00"
"186.3","2025-12-23"," 9:16:00 AM","2025-12-23"," 9:17:00 AM","PE","26250","Sell","65","89.75","105.75","","-1040.00"
"186.4","2025-12-23"," 9:16:00 AM","2025-12-23"," 9:17:00 AM","PE","26350","Buy","65","174.40","192.65","","1186.25"
"187","2025-12-24"," 9:16:00 AM","2025-12-24"," 9:18:00 AM","","","","","","","9.43","-113.75"
"187.1","2025-12-24"," 9:16:00 AM","2025-12-24"," 9:18:00 AM","CE","26050","Sell","65","178.35","198.35","","-1300.00"
"187.2","2025-12-24"," 9:16:00 AM","2025-12-24"," 9:18:00 AM","CE","25950","Buy","65","256.70","278.40","","1410.50"
"187.3","2025-12-24"," 9:16:00 AM","2025-12-24"," 9:18:00 AM","PE","26250","Sell","65","145.70","131.30","","936.00"
"187.4","2025-12-24"," 9:16:00 AM","2025-12-24"," 9:18:00 AM","PE","26350","Buy","65","212.70","194.85","","-1160.25"
"188","2025-12-26"," 9:16:00 AM","2025-12-26"," 9:18:00 AM","","","","","","","9.28","-390.00"
"188.1","2025-12-26"," 9:16:00 AM","2025-12-26"," 9:18:00 AM","CE","26000","Sell","65","141.50","161.50","","-1300.00"
"188.2","2025-12-26"," 9:16:00 AM","2025-12-26"," 9:18:00 AM","CE","25900","Buy","65","221.05","238.45","","1131.00"
"188.3","2025-12-26"," 9:16:00 AM","2025-12-26"," 9:18:00 AM","PE","26200","Sell","65","134.20","123.05","","724.75"
"188.4","2025-12-26"," 9:16:00 AM","2025-12-26"," 9:18:00 AM","PE","26300","Buy","65","211.50","196.95","","-945.75"
"189","2025-12-29"," 9:16:00 AM","2025-12-29"," 9:35:00 AM","","","","","","","9.63","243.75"
"189.1","2025-12-29"," 9:16:00 AM","2025-12-29"," 9:35:00 AM","CE","25950","Sell","65","140.70","155.05","","-932.75"
"189.2","2025-12-29"," 9:16:00 AM","2025-12-29"," 9:35:00 AM","CE","25850","Buy","65","225.35","245.35","","1300.00"
"189.3","2025-12-29"," 9:16:00 AM","2025-12-29"," 9:35:00 AM","PE","26150","Sell","65","106.80","88.35","","1199.25"
"189.4","2025-12-29"," 9:16:00 AM","2025-12-29"," 9:35:00 AM","PE","26250","Buy","65","187.65","167.30","","-1322.75"
"190","2025-12-30"," 9:16:00 AM","2025-12-30"," 9:25:00 AM","","","","","","","9.86","305.50"
"190.1","2025-12-30"," 9:16:00 AM","2025-12-30"," 9:25:00 AM","CE","25800","Sell","65","113.10","95.95","","1114.75"
"190.2","2025-12-30"," 9:16:00 AM","2025-12-30"," 9:25:00 AM","CE","25700","Buy","65","206.90","188.40","","-1202.50"
"190.3","2025-12-30"," 9:16:00 AM","2025-12-30"," 9:25:00 AM","PE","26000","Sell","65","107.70","121.65","","-906.75"
"190.4","2025-12-30"," 9:16:00 AM","2025-12-30"," 9:25:00 AM","PE","26100","Buy","65","198.55","218.55","","1300.00"
"191","2025-12-31"," 9:16:00 AM","2025-12-31"," 9:28:00 AM","","","","","","","9.62","-1267.50"
"191.1","2025-12-31"," 9:16:00 AM","2025-12-31"," 9:28:00 AM","CE","25900","Sell","65","199.20","202.20","","-195.00"
"191.2","2025-12-31"," 9:16:00 AM","2025-12-31"," 9:28:00 AM","CE","25800","Buy","65","276.80","280.75","","256.75"
"191.3","2025-12-31"," 9:16:00 AM","2025-12-31"," 9:28:00 AM","PE","26100","Sell","65","131.25","151.25","","-1300.00"
"191.4","2025-12-31"," 9:16:00 AM","2025-12-31"," 9:28:00 AM","PE","26200","Buy","65","195.00","194.55","","-29.25"
"192","2026-01-01"," 9:16:00 AM","2026-01-01"," 9:20:00 AM","","","","","","","9.42","276.25"
"192.1","2026-01-01"," 9:16:00 AM","2026-01-01"," 9:20:00 AM","CE","26100","Sell","65","160.45","142.80","","1147.25"
"192.2","2026-01-01"," 9:16:00 AM","2026-01-01"," 9:20:00 AM","CE","26000","Buy","65","237.10","217.10","","-1300.00"
"192.3","2026-01-01"," 9:16:00 AM","2026-01-01"," 9:20:00 AM","PE","26300","Sell","65","140.85","157.60","","-1088.75"
"192.4","2026-01-01"," 9:16:00 AM","2026-01-01"," 9:20:00 AM","PE","26400","Buy","65","211.80","235.15","","1517.75"
"193","2026-01-02"," 9:16:00 AM","2026-01-02"," 9:29:00 AM","","","","","","","9.23","-191.75"
"193.1","2026-01-02"," 9:16:00 AM","2026-01-02"," 9:29:00 AM","CE","26050","Sell","65","177.45","197.45","","-1300.00"
"193.2","2026-01-02"," 9:16:00 AM","2026-01-02"," 9:29:00 AM","CE","25950","Buy","65","265.65","287.60","","1426.75"
"193.3","2026-01-02"," 9:16:00 AM","2026-01-02"," 9:29:00 AM","PE","26250","Sell","65","95.60","83.20","","806.00"
"193.4","2026-01-02"," 9:16:00 AM","2026-01-02"," 9:29:00 AM","PE","26350","Buy","65","164.25","146.95","","-1124.50"
"194","2026-01-05"," 9:16:00 AM","2026-01-05"," 9:22:00 AM","","","","","","","10.12","640.25"
"194.1","2026-01-05"," 9:16:00 AM","2026-01-05"," 9:22:00 AM","CE","26250","Sell","65","122.65","102.65","","1300.00"
"194.2","2026-01-05"," 9:16:00 AM","2026-01-05"," 9:22:00 AM","CE","26150","Buy","65","205.25","193.30","","-776.75"
"194.3","2026-01-05"," 9:16:00 AM","2026-01-05"," 9:22:00 AM","PE","26450","Sell","65","131.25","140.10","","-575.25"
"194.4","2026-01-05"," 9:16:00 AM","2026-01-05"," 9:22:00 AM","PE","26550","Buy","65","216.75","227.40","","692.25"
"195","2026-01-06"," 9:16:00 AM","2026-01-06"," 9:17:00 AM","","","","","","","10.07","-412.75"
"195.1","2026-01-06"," 9:16:00 AM","2026-01-06"," 9:17:00 AM","CE","26150","Sell","65","120.00","100.00","","1300.00"
"195.2","2026-01-06"," 9:16:00 AM","2026-01-06"," 9:17:00 AM","CE","26050","Buy","65","213.30","184.05","","-1901.25"
"195.3","2026-01-06"," 9:16:00 AM","2026-01-06"," 9:17:00 AM","PE","26350","Sell","65","102.75","128.10","","-1647.75"
"195.4","2026-01-06"," 9:16:00 AM","2026-01-06"," 9:17:00 AM","PE","26450","Buy","65","195.25","223.50","","1836.25"
"196","2026-01-07"," 9:16:00 AM","2026-01-07"," 9:21:00 AM","","","","","","","10.12","-182.00"
"196.1","2026-01-07"," 9:16:00 AM","2026-01-07"," 9:21:00 AM","CE","26000","Sell","65","187.45","207.45","","-1300.00"
"196.2","2026-01-07"," 9:16:00 AM","2026-01-07"," 9:21:00 AM","CE","25900","Buy","65","264.65","286.30","","1407.25"
"196.3","2026-01-07"," 9:16:00 AM","2026-01-07"," 9:21:00 AM","PE","26200","Sell","65","139.25","124.55","","955.50"
"196.4","2026-01-07"," 9:16:00 AM","2026-01-07"," 9:21:00 AM","PE","26300","Buy","65","207.05","187.90","","-1244.75"
"197","2026-01-08"," 9:16:00 AM","2026-01-08"," 9:20:00 AM","","","","","","","10.09","-516.75"
"197.1","2026-01-08"," 9:16:00 AM","2026-01-08"," 9:20:00 AM","CE","26000","Sell","65","157.35","177.35","","-1300.00"
"197.2","2026-01-08"," 9:16:00 AM","2026-01-08"," 9:20:00 AM","CE","25900","Buy","65","234.00","250.00","","1040.00"
