Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
105.2,2025-06-04,Wednesday,09:35:00,52.25,65,PE,24450.0,Buy,2025-06-04,Wednesday,09:36:00,54.85,169.00000000000009,4.976076555023925,2025-06-05,,,Target Hit
106,2025-06-05,,09:35:00,24737.3,,,,,2025-06-05,,09:36:00,24744.25,94.25,,,94.25,0,Exit Condition Met For Trade
106.1,2025-06-05,Thursday,09:35:00,31.6,65,CE,24850.0,Buy,2025-06-05,Thursday,09:36:00,31.65,3.2499999999998153,0.1582278481012568,2025-06-05,,,Exit Condition Met For Trade
106.2,2025-06-05,Thursday,09:35:00,28.5,65,PE,24650.0,Buy,2025-06-05,Thursday,09:36:00,29.9,90.99999999999991,4.912280701754381,2025-06-05,,,Target Hit
107,2025-06-06,,09:35:00,24708.45,,,,,2025-06-06,,09:36:00,24712.65,113.75,,,113.75,0,Exit Condition Met For Trade
107.1,2025-06-06,Friday,09:35:00,137.25,65,CE,24800.0,Buy,2025-06-06,Friday,09:36:00,138.7,94.24999999999926,1.0564663023679335,2025-06-12,,,Exit Condition Met For Trade
107.2,2025-06-06,Friday,09:35:00,121.35,65,PE,24600.0,Buy,2025-06-06,Friday,09:36:00,121.65,19.50000000000074,0.2472187886279451,2025-06-12,,,Exit Condition Met For Trade
108,2025-06-09,,09:35:00,25091.45,,,,,2025-06-09,,09:36:00,25091.95,312.0,,,312.0,0,Exit Condition Met For Trade
108.1,2025-06-09,Monday,09:35:00,104.7,65,CE,25200.0,Buy,2025-06-09,Monday,09:36:00,106.8,136.49999999999963,2.0057306590257826,2025-06-12,,,Target Hit
108.2,2025-06-09,Monday,09:35:00,114.05,65,PE,25000.0,Buy,2025-06-09,Monday,09:36:00,116.75,175.50000000000017,2.3673827268741805,2025-06-12,,,Exit Condition Met For Trade
109,2025-06-10,,09:35:00,25115.4,,,,,2025-06-10,,09:36:00,25106.9,321.75,,,321.75,0,Exit Condition Met For Trade
109.1,2025-06-10,Tuesday,09:35:00,73.3,65,CE,25200.0,Buy,2025-06-10,Tuesday,09:36:00,74.75,94.25000000000018,1.9781718963165114,2025-06-12,,,Target Hit
109.2,2025-06-10,Tuesday,09:35:00,70.2,65,PE,25000.0,Buy,2025-06-10,Tuesday,09:36:00,73.7,227.5,4.985754985754985,2025-06-12,,,Target Hit
110,2025-06-11,,09:35:00,25141.85,,,,,2025-06-11,,09:36:00,25141.3,84.5,,,84.5,0,Exit Condition Met For Trade
110.1,2025-06-11,Wednesday,09:35:00,31.9,65,CE,25250.0,Buy,2025-06-11,Wednesday,09:36:00,32.55,42.24999999999991,2.03761755485893,2025-06-12,,,Target Hit
110.2,2025-06-11,Wednesday,09:35:00,45.9,65,PE,25050.0,Buy,2025-06-11,Wednesday,09:36:00,46.55,42.24999999999991,1.4161220043572955,2025-06-12,,,Exit Condition Met For Trade
111,2025-06-12,,09:35:00,25189.05,,,,,2025-06-12,,09:36:00,25183.3,-191.75,,,0,-191.75,Exit Condition Met For Trade
111.1,2025-06-12,Thursday,09:35:00,23.85,65,CE,25300.0,Buy,2025-06-12,Thursday,09:36:00,21.55,-149.50000000000006,-9.643605870020966,2025-06-12,,,Exit Condition Met For Trade
111.2,2025-06-12,Thursday,09:35:00,27.15,65,PE,25100.0,Buy,2025-06-12,Thursday,09:36:00,26.5,-42.24999999999991,-2.3941068139963115,2025-06-12,,,Exit Condition Met For Trade
112,2025-06-13,,09:35:00,24586.8,,,,,2025-06-13,,09:36:00,24593.8,-133.25,,,0,-133.25,Exit Condition Met For Trade
112.1,2025-06-13,Friday,09:35:00,141.45,65,CE,24700.0,Buy,2025-06-13,Friday,09:36:00,144.3,185.25000000000148,2.0148462354188923,2025-06-19,,,Target Hit
112.2,2025-06-13,Friday,09:35:00,158.55,65,PE,24500.0,Buy,2025-06-13,Friday,09:36:00,153.65,-318.50000000000034,-3.090507726269319,2025-06-19,,,Exit Condition Met For Trade
113,2025-06-16,,09:35:00,24760.0,,,,,2025-06-16,,09:36:00,24757.75,221.0,,,221.0,0,Exit Condition Met For Trade
113.1,2025-06-16,Monday,09:35:00,106.7,65,CE,24850.0,Buy,2025-06-16,Monday,09:36:00,109.0,149.49999999999983,2.155576382380503,2025-06-19,,,Target Hit
113.2,2025-06-16,Monday,09:35:00,93.9,65,PE,24650.0,Buy,2025-06-16,Monday,09:36:00,95.0,71.49999999999963,1.1714589989350312,2025-06-19,,,Exit Condition Met For Trade
114,2025-06-17,,09:35:00,24890.4,,,,,2025-06-17,,09:37:00,24888.25,58.5,,,58.5,0,Exit Condition Met For Trade
114.1,2025-06-17,Tuesday,09:35:00,69.4,65,CE,25000.0,Buy,2025-06-17,Tuesday,09:36:00,70.8,90.99999999999945,2.017291066282408,2025-06-19,,,Target Hit
114.2,2025-06-17,Tuesday,09:35:00,88.65,65,PE,24800.0,Buy,2025-06-17,Tuesday,09:37:00,88.15,-32.5,-0.5640157924421884,2025-06-19,,,Exit Condition Met For Trade
115,2025-06-18,,09:35:00,24914.4,,,,,2025-06-18,,09:36:00,24926.35,-78.0,,,0,-78.0,Exit Condition Met For Trade
115.1,2025-06-18,Wednesday,09:35:00,60.45,65,CE,25000.0,Buy,2025-06-18,Wednesday,09:36:00,61.65,77.99999999999972,1.9851116625310101,2025-06-19,,,Target Hit
115.2,2025-06-18,Wednesday,09:35:00,57.5,65,PE,24800.0,Buy,2025-06-18,Wednesday,09:36:00,55.1,-155.99999999999991,-4.173913043478258,2025-06-19,,,Exit Condition Met For Trade
116,2025-06-19,,09:35:00,24827.9,,,,,2025-06-19,,09:36:00,24834.2,71.5,,,71.5,0,Exit Condition Met For Trade
116.1,2025-06-19,Thursday,09:35:00,12.45,65,CE,24950.0,Buy,2025-06-19,Thursday,09:36:00,12.7,16.25,2.0080321285140563,2025-06-19,,,Target Hit
116.2,2025-06-19,Thursday,09:35:00,17.4,65,PE,24750.0,Buy,2025-06-19,Thursday,09:36:00,18.25,55.25000000000009,4.885057471264377,2025-06-19,,,Target Hit
117,2025-06-20,,09:35:00,24832.0,,,,,2025-06-20,,09:36:00,24843.25,-65.0,,,0,-65.0,Exit Condition Met For Trade
117.1,2025-06-20,Friday,09:35:00,113.7,65,CE,24950.0,Buy,2025-06-20,Friday,09:36:00,115.95,146.25,1.9788918205804749,2025-06-26,,,Target Hit
117.2,2025-06-20,Friday,09:35:00,120.0,65,PE,24750.0,Buy,2025-06-20,Friday,09:36:00,116.75,-211.25,-2.7083333333333335,2025-06-26,,,Exit Condition Met For Trade
118,2025-06-23,,09:35:00,24863.0,,,,,2025-06-23,,09:36:00,24874.8,-351.0,,,0,-351.0,Exit Condition Met For Trade
118.1,2025-06-23,Monday,09:35:00,104.9,65,CE,24950.0,Buy,2025-06-23,Monday,09:36:00,107.0,136.49999999999963,2.0019065776930356,2025-06-26,,,Target Hit
118.2,2025-06-23,Monday,09:35:00,107.9,65,PE,24750.0,Buy,2025-06-23,Monday,09:36:00,100.4,-487.5,-6.950880444856348,2025-06-26,,,Exit Condition Met For Trade
119,2025-06-24,,09:35:00,25207.6,,,,,2025-06-24,,09:36:00,25188.35,-273.0,,,0,-273.0,Exit Condition Met For Trade
119.1,2025-06-24,Tuesday,09:35:00,81.9,65,CE,25300.0,Buy,2025-06-24,Tuesday,09:36:00,74.25,-497.25000000000034,-9.340659340659347,2025-06-26,,,Exit Condition Met For Trade
119.2,2025-06-24,Tuesday,09:35:00,69.2,65,PE,25100.0,Buy,2025-06-24,Tuesday,09:36:00,72.65,224.25000000000017,4.98554913294798,2025-06-26,,,Target Hit
120,2025-06-25,,09:35:00,25179.4,,,,,2025-06-25,,09:36:00,25173.9,58.5,,,58.5,0,Exit Condition Met For Trade
120.1,2025-06-25,Wednesday,09:35:00,43.75,65,CE,25300.0,Buy,2025-06-25,Wednesday,09:36:00,42.55,-78.00000000000018,-2.7428571428571495,2025-06-26,,,Exit Condition Met For Trade
120.2,2025-06-25,Wednesday,09:35:00,49.0,65,PE,25100.0,Buy,2025-06-25,Wednesday,09:36:00,51.1,136.50000000000009,4.285714285714288,2025-06-26,,,Exit Condition Met For Trade
121,2025-06-26,,09:35:00,25370.75,,,,,2025-06-26,,09:36:00,25366.15,156.0,,,156.0,0,Exit Condition Met For Trade
121.1,2025-06-26,Thursday,09:35:00,49.65,65,CE,25450.0,Buy,2025-06-26,Thursday,09:36:00,50.65,65.0,2.014098690835851,2025-06-26,,,Target Hit
121.2,2025-06-26,Thursday,09:35:00,28.3,65,PE,25250.0,Buy,2025-06-26,Thursday,09:36:00,29.7,90.99999999999991,4.946996466431091,2025-06-26,,,Target Hit
122,2025-06-27,,09:35:00,25563.8,,,,,2025-06-27,,09:36:00,25571.35,-120.25,,,0,-120.25,Exit Condition Met For Trade
122.1,2025-06-27,Friday,09:35:00,132.8,65,CE,25650.0,Buy,2025-06-27,Friday,09:36:00,135.45,172.24999999999852,1.995481927710826,2025-07-03,,,Target Hit
122.2,2025-06-27,Friday,09:35:00,108.0,65,PE,25450.0,Buy,2025-06-27,Friday,09:36:00,103.5,-292.5,-4.166666666666667,2025-07-03,,,Exit Condition Met For Trade
123,2025-06-30,,09:35:00,25609.65,,,,,2025-06-30,,09:36:00,25610.8,139.75,,,139.75,0,Exit Condition Met For Trade
123.1,2025-06-30,Monday,09:35:00,100.75,65,CE,25700.0,Buy,2025-06-30,Monday,09:36:00,102.75,130.0,1.9851116625310175,2025-07-03,,,Target Hit
123.2,2025-06-30,Monday,09:35:00,84.5,65,PE,25500.0,Buy,2025-06-30,Monday,09:36:00,84.65,9.75000000000037,0.17751479289941502,2025-07-03,,,Exit Condition Met For Trade
124,2025-07-01,,09:35:00,25580.65,,,,,2025-07-01,,09:36:00,25575.6,351.0,,,351.0,0,Exit Condition Met For Trade
124.1,2025-07-01,Tuesday,09:35:00,64.85,65,CE,25700.0,Buy,2025-07-01,Tuesday,09:36:00,66.15,84.50000000000074,2.0046260601387993,2025-07-03,,,Target Hit
124.2,2025-07-01,Tuesday,09:35:00,81.8,65,PE,25500.0,Buy,2025-07-01,Tuesday,09:36:00,85.9,266.50000000000057,5.012224938875316,2025-07-03,,,Target Hit
125,2025-07-02,,09:35:00,25546.65,,,,,2025-07-02,,09:36:00,25551.6,29.25,,,29.25,0,Exit Condition Met For Trade
125.1,2025-07-02,Wednesday,09:35:00,42.05,65,CE,25650.0,Buy,2025-07-02,Wednesday,09:36:00,42.9,55.25000000000009,2.021403091557673,2025-07-03,,,Target Hit
125.2,2025-07-02,Wednesday,09:35:00,34.85,65,PE,25450.0,Buy,2025-07-02,Wednesday,09:36:00,34.45,-25.999999999999908,-1.1477761836441853,2025-07-03,,,Exit Condition Met For Trade
126,2025-07-03,,09:35:00,25462.55,,,,,2025-07-03,,09:36:00,25472.5,71.5,,,71.5,0,Exit Condition Met For Trade
126.1,2025-07-03,Thursday,09:35:00,16.85,65,CE,25550.0,Buy,2025-07-03,Thursday,09:36:00,17.2,22.74999999999986,2.07715133531156,2025-07-03,,,Target Hit
126.2,2025-07-03,Thursday,09:35:00,14.55,65,PE,25350.0,Buy,2025-07-03,Thursday,09:36:00,15.3,48.75,5.154639175257731,2025-07-03,,,Target Hit
127,2025-07-04,,09:35:00,25406.75,,,,,2025-07-04,,09:36:00,25400.9,328.25,,,328.25,0,Exit Condition Met For Trade
127.1,2025-07-04,Friday,09:35:00,113.65,65,CE,25500.0,Buy,2025-07-04,Friday,09:36:00,114.0,22.74999999999963,0.3079630444346628,2025-07-10,,,Exit Condition Met For Trade
127.2,2025-07-04,Friday,09:35:00,93.9,65,PE,25300.0,Buy,2025-07-04,Friday,09:36:00,98.6,305.49999999999926,5.0053248136315105,2025-07-10,,,Target Hit
128,2025-07-07,,09:35:00,25478.0,,,,,2025-07-07,,09:36:00,25480.55,32.5,,,32.5,0,Exit Condition Met For Trade
128.1,2025-07-07,Monday,09:35:00,78.4,65,CE,25600.0,Buy,2025-07-07,Monday,09:36:00,79.95,100.74999999999982,1.977040816326527,2025-07-10,,,Target Hit
128.2,2025-07-07,Monday,09:35:00,84.0,65,PE,25400.0,Buy,2025-07-07,Monday,09:36:00,82.95,-68.24999999999982,-1.2499999999999967,2025-07-10,,,Exit Condition Met For Trade
129,2025-07-08,,09:35:00,25464.7,,,,,2025-07-08,,09:36:00,25468.8,-39.0,,,0,-39.0,Exit Condition Met For Trade
129.1,2025-07-08,Tuesday,09:35:00,66.4,65,CE,25550.0,Buy,2025-07-08,Tuesday,09:36:00,67.75,87.74999999999963,2.033132530120473,2025-07-10,,,Target Hit
129.2,2025-07-08,Tuesday,09:35:00,51.25,65,PE,25350.0,Buy,2025-07-08,Tuesday,09:36:00,49.3,-126.75000000000018,-3.8048780487804934,2025-07-10,,,Exit Condition Met For Trade
130,2025-07-09,,09:35:00,25488.25,,,,,2025-07-09,,09:36:00,25490.55,55.25,,,55.25,0,Exit Condition Met For Trade
130.1,2025-07-09,Wednesday,09:35:00,33.8,65,CE,25600.0,Buy,2025-07-09,Wednesday,09:36:00,34.5,45.500000000000185,2.071005917159772,2025-07-10,,,Target Hit
130.2,2025-07-09,Wednesday,09:35:00,31.8,65,PE,25400.0,Buy,2025-07-09,Wednesday,09:36:00,31.95,9.749999999999908,0.4716981132075427,2025-07-10,,,Exit Condition Met For Trade
131,2025-07-10,,09:35:00,25444.65,,,,,2025-07-10,,09:36:00,25454.0,71.5,,,71.5,0,Exit Condition Met For Trade
131.1,2025-07-10,Thursday,09:35:00,17.0,65,CE,25550.0,Buy,2025-07-10,Thursday,09:36:00,17.35,22.750000000000092,2.058823529411773,2025-07-10,,,Target Hit
131.2,2025-07-10,Thursday,09:35:00,15.35,65,PE,25350.0,Buy,2025-07-10,Thursday,09:36:00,16.1,48.750000000000114,4.885993485342031,2025-07-10,,,Target Hit
132,2025-07-11,,09:35:00,25286.85,,,,,2025-07-11,,09:37:00,25296.8,-68.25,,,13.0,-68.25,Exit Condition Met For Trade
132.1,2025-07-11,Friday,09:35:00,86.15,65,CE,25400.0,Buy,2025-07-11,Friday,09:37:00,87.85,110.49999999999926,1.9733023795705031,2025-07-17,,,Target Hit
132.2,2025-07-11,Friday,09:35:00,78.2,65,PE,25200.0,Buy,2025-07-11,Friday,09:37:00,75.45,-178.75,-3.516624040920716,2025-07-17,,,Exit Condition Met For Trade
133,2025-07-14,,09:35:00,25055.35,,,,,2025-07-14,,09:37:00,25054.75,188.5,,,188.5,0,Exit Condition Met For Trade
133.1,2025-07-14,Monday,09:35:00,80.4,65,CE,25150.0,Buy,2025-07-14,Monday,09:37:00,80.1,-19.50000000000074,-0.3731343283582231,2025-07-17,,,Exit Condition Met For Trade
133.2,2025-07-14,Monday,09:35:00,63.8,65,PE,24950.0,Buy,2025-07-14,Monday,09:36:00,67.0,208.00000000000017,5.015673981191227,2025-07-17,,,Target Hit
134,2025-07-15,,09:35:00,25139.95,,,,,2025-07-15,,09:36:00,25131.8,52.0,,,52.0,0,Exit Condition Met For Trade
134.1,2025-07-15,Tuesday,09:35:00,49.3,65,CE,25250.0,Buy,2025-07-15,Tuesday,09:36:00,47.75,-100.74999999999982,-3.1440162271805216,2025-07-17,,,Exit Condition Met For Trade
134.2,2025-07-15,Tuesday,09:35:00,47.15,65,PE,25050.0,Buy,2025-07-15,Tuesday,09:36:00,49.5,152.75000000000009,4.984093319194065,2025-07-17,,,Target Hit
135,2025-07-16,,09:35:00,25158.15,,,,,2025-07-16,,09:37:00,25157.1,133.25,,,133.25,0,Exit Condition Met For Trade
135.1,2025-07-16,Wednesday,09:35:00,33.85,65,CE,25250.0,Buy,2025-07-16,Wednesday,09:37:00,34.55,45.49999999999972,2.0679468242245074,2025-07-17,,,Target Hit
135.2,2025-07-16,Wednesday,09:35:00,26.7,65,PE,25050.0,Buy,2025-07-16,Wednesday,09:36:00,28.05,87.75000000000009,5.056179775280905,2025-07-17,,,Target Hit
136,2025-07-17,,09:35:00,25191.85,,,,,2025-07-17,,09:37:00,25184.7,-55.25,,,3.25,-55.25,Exit Condition Met For Trade
136.1,2025-07-17,Thursday,09:35:00,11.35,65,CE,25300.0,Buy,2025-07-17,Thursday,09:37:00,9.95,-91.00000000000003,-12.334801762114541,2025-07-17,,,Exit Condition Met For Trade
136.2,2025-07-17,Thursday,09:35:00,11.0,65,PE,25100.0,Buy,2025-07-17,Thursday,09:36:00,11.55,35.75000000000004,5.000000000000006,2025-07-17,,,Target Hit
137,2025-07-18,,09:35:00,25077.75,,,,,2025-07-18,,09:36:00,25072.6,55.25,,,55.25,0,Exit Condition Met For Trade
137.1,2025-07-18,Friday,09:35:00,86.2,65,CE,25200.0,Buy,2025-07-18,Friday,09:36:00,85.7,-32.5,-0.580046403712297,2025-07-24,,,Exit Condition Met For Trade
137.2,2025-07-18,Friday,09:35:00,79.65,65,PE,25000.0,Buy,2025-07-18,Friday,09:36:00,81.0,87.74999999999963,1.694915254237281,2025-07-24,,,Exit Condition Met For Trade
138,2025-07-21,,09:35:00,24891.15,,,,,2025-07-21,,09:36:00,24899.55,-133.25,,,0,-133.25,Exit Condition Met For Trade
138.1,2025-07-21,Monday,09:35:00,69.45,65,CE,25000.0,Buy,2025-07-21,Monday,09:36:00,70.85,90.99999999999945,2.0158387329013556,2025-07-24,,,Target Hit
138.2,2025-07-21,Monday,09:35:00,64.95,65,PE,24800.0,Buy,2025-07-21,Monday,09:36:00,61.5,-224.25000000000017,-5.311778290993075,2025-07-24,,,Exit Condition Met For Trade
139,2025-07-22,,09:35:00,25119.05,,,,,2025-07-22,,09:36:00,25112.85,185.25,,,185.25,0,Exit Condition Met For Trade
139.1,2025-07-22,Tuesday,09:35:00,50.6,65,CE,25200.0,Buy,2025-07-22,Tuesday,09:36:00,51.6,65.0,1.976284584980237,2025-07-24,,,Target Hit
139.2,2025-07-22,Tuesday,09:35:00,37.4,65,PE,25000.0,Buy,2025-07-22,Tuesday,09:36:00,39.25,120.25000000000009,4.946524064171127,2025-07-24,,,Target Hit
140,2025-07-23,,09:35:00,25114.3,,,,,2025-07-23,,09:36:00,25116.35,113.75,,,113.75,0,Exit Condition Met For Trade
140.1,2025-07-23,Wednesday,09:35:00,31.55,65,CE,25200.0,Buy,2025-07-23,Wednesday,09:36:00,32.2,42.25000000000014,2.0602218700475503,2025-07-24,,,Target Hit
140.2,2025-07-23,Wednesday,09:35:00,21.85,65,PE,25000.0,Buy,2025-07-23,Wednesday,09:36:00,22.95,71.49999999999986,5.034324942791752,2025-07-24,,,Target Hit
141,2025-07-24,,09:35:00,25185.45,,,,,2025-07-24,,09:36:00,25187.85,-55.25,,,0,-55.25,Exit Condition Met For Trade
141.1,2025-07-24,Thursday,09:35:00,8.0,65,CE,25300.0,Buy,2025-07-24,Thursday,09:36:00,8.15,9.750000000000023,1.8750000000000044,2025-07-24,,,Target Hit
141.2,2025-07-24,Thursday,09:35:00,10.45,65,PE,25100.0,Buy,2025-07-24,Thursday,09:36:00,9.45,-65.0,-9.569377990430622,2025-07-24,,,Exit Condition Met For Trade
142,2025-07-25,,09:35:00,24950.0,,,,,2025-07-25,,09:36:00,24962.5,-91.0,,,0,-91.0,Exit Condition Met For Trade
142.1,2025-07-25,Friday,09:35:00,88.65,65,CE,25050.0,Buy,2025-07-25,Friday,09:36:00,90.4,113.75,1.9740552735476593,2025-07-31,,,Target Hit
142.2,2025-07-25,Friday,09:35:00,75.15,65,PE,24850.0,Buy,2025-07-25,Friday,09:36:00,72.0,-204.75000000000037,-4.191616766467073,2025-07-31,,,Exit Condition Met For Trade
143,2025-07-28,,09:35:00,24844.65,,,,,2025-07-28,,09:36:00,24838.1,136.5,,,136.5,0,Exit Condition Met For Trade
143.1,2025-07-28,Monday,09:35:00,89.85,65,CE,24950.0,Buy,2025-07-28,Monday,09:36:00,91.65,117.00000000000074,2.003338898163619,2025-07-31,,,Target Hit
143.2,2025-07-28,Monday,09:35:00,62.85,65,PE,24750.0,Buy,2025-07-28,Monday,09:36:00,63.15,19.499999999999815,0.4773269689737425,2025-07-31,,,Exit Condition Met For Trade
144,2025-07-29,,09:35:00,24696.4,,,,,2025-07-29,,09:36:00,24675.2,-357.5,,,0,-357.5,Exit Condition Met For Trade
144.1,2025-07-29,Tuesday,09:35:00,68.5,65,CE,24800.0,Buy,2025-07-29,Tuesday,09:36:00,60.3,-533.0000000000002,-11.970802919708033,2025-07-31,,,Exit Condition Met For Trade
144.2,2025-07-29,Tuesday,09:35:00,53.55,65,PE,24600.0,Buy,2025-07-29,Tuesday,09:36:00,56.25,175.50000000000017,5.042016806722694,2025-07-31,,,Target Hit
145,2025-07-30,,09:35:00,24867.45,,,,,2025-07-30,,09:36:00,24860.05,-191.75,,,0,-191.75,Exit Condition Met For Trade
145.1,2025-07-30,Wednesday,09:35:00,44.25,65,CE,24950.0,Buy,2025-07-30,Wednesday,09:36:00,39.8,-289.25000000000017,-10.05649717514125,2025-07-31,,,Exit Condition Met For Trade
145.2,2025-07-30,Wednesday,09:35:00,30.15,65,PE,24750.0,Buy,2025-07-30,Wednesday,09:36:00,31.65,97.5,4.975124378109453,2025-07-31,,,Target Hit
146,2025-07-31,,09:35:00,24711.55,,,,,2025-07-31,,09:36:00,24696.9,-175.5,,,0,-175.5,Exit Condition Met For Trade
146.1,2025-07-31,Thursday,09:35:00,23.0,65,CE,24800.0,Buy,2025-07-31,Thursday,09:36:00,19.25,-243.75,-16.304347826086957,2025-07-31,,,Exit Condition Met For Trade
146.2,2025-07-31,Thursday,09:35:00,20.5,65,PE,24600.0,Buy,2025-07-31,Thursday,09:36:00,21.55,68.25000000000004,5.121951219512199,2025-07-31,,,Target Hit
147,2025-08-01,,09:35:00,24713.95,,,,,2025-08-01,,09:36:00,24716.25,68.25,,,68.25,0,Exit Condition Met For Trade
147.1,2025-08-01,Friday,09:35:00,117.95,65,CE,24800.0,Buy,2025-08-01,Friday,09:36:00,120.3,152.74999999999963,1.9923696481559934,2025-08-07,,,Target Hit
147.2,2025-08-01,Friday,09:35:00,98.75,65,PE,24600.0,Buy,2025-08-01,Friday,09:36:00,97.45,-84.49999999999982,-1.3164556962025287,2025-08-07,,,Exit Condition Met For Trade
148,2025-08-04,,09:35:00,24656.55,,,,,2025-08-04,,09:36:00,24650.6,172.25,,,172.25,0,Exit Condition Met For Trade
148.1,2025-08-04,Monday,09:35:00,97.45,65,CE,24750.0,Buy,2025-08-04,Monday,09:36:00,95.9,-100.74999999999982,-1.590559261159566,2025-08-07,,,Exit Condition Met For Trade
148.2,2025-08-04,Monday,09:35:00,83.65,65,PE,24550.0,Buy,2025-08-04,Monday,09:36:00,87.85,272.99999999999926,5.020920502092037,2025-08-07,,,Target Hit
149,2025-08-05,,09:35:00,24675.25,,,,,2025-08-05,,09:36:00,24674.15,45.5,,,45.5,0,Exit Condition Met For Trade
149.1,2025-08-05,Tuesday,09:35:00,56.25,65,CE,24800.0,Buy,2025-08-05,Tuesday,09:36:00,56.15,-6.500000000000092,-0.1777777777777803,2025-08-07,,,Exit Condition Met For Trade
149.2,2025-08-05,Tuesday,09:35:00,72.55,65,PE,24600.0,Buy,2025-08-05,Tuesday,09:36:00,73.35,51.999999999999815,1.1026878015161918,2025-08-07,,,Exit Condition Met For Trade
150,2025-08-06,,09:35:00,24644.35,,,,,2025-08-06,,09:36:00,24636.25,45.5,,,45.5,0,Exit Condition Met For Trade
150.1,2025-08-06,Wednesday,09:35:00,50.45,65,CE,24750.0,Buy,2025-08-06,Wednesday,09:36:00,48.7,-113.75,-3.468780971258672,2025-08-07,,,Exit Condition Met For Trade
150.2,2025-08-06,Wednesday,09:35:00,48.95,65,PE,24550.0,Buy,2025-08-06,Wednesday,09:36:00,51.4,159.24999999999972,5.005107252298255,2025-08-07,,,Target Hit
151,2025-08-07,,09:35:00,24518.95,,,,,2025-08-07,,09:36:00,24514.05,65.0,,,65.0,0,Exit Condition Met For Trade
151.1,2025-08-07,Thursday,09:35:00,20.8,65,CE,24600.0,Buy,2025-08-07,Thursday,09:36:00,21.2,25.999999999999908,1.9230769230769162,2025-08-07,,,Target Hit
151.2,2025-08-07,Thursday,09:35:00,12.15,65,PE,24400.0,Buy,2025-08-07,Thursday,09:36:00,12.75,38.99999999999998,4.938271604938269,2025-08-07,,,Target Hit
152,2025-08-08,,09:35:00,24509.25,,,,,2025-08-08,,09:36:00,24502.8,162.5,,,162.5,0,Exit Condition Met For Trade
152.1,2025-08-08,Friday,09:35:00,104.9,65,CE,24600.0,Buy,2025-08-08,Friday,09:36:00,103.3,-104.00000000000055,-1.525262154432801,2025-08-14,,,Exit Condition Met For Trade
152.2,2025-08-08,Friday,09:35:00,82.1,65,PE,24400.0,Buy,2025-08-08,Friday,09:36:00,86.2,266.50000000000057,4.993909866017063,2025-08-14,,,Target Hit
153,2025-08-11,,09:35:00,24418.15,,,,,2025-08-11,,09:36:00,24412.4,328.25,,,328.25,0,Exit Condition Met For Trade
153.1,2025-08-11,Monday,09:35:00,98.0,65,CE,24500.0,Buy,2025-08-11,Monday,09:36:00,99.95,126.75000000000018,1.98979591836735,2025-08-14,,,Target Hit
153.2,2025-08-11,Monday,09:35:00,61.95,65,PE,24300.0,Buy,2025-08-11,Monday,09:36:00,65.05,201.49999999999963,5.00403551251008,2025-08-14,,,Target Hit
154,2025-08-12,,09:35:00,24633.2,,,,,2025-08-12,,09:36:00,24625.2,-32.5,,,0,-32.5,Exit Condition Met For Trade
154.1,2025-08-12,Tuesday,09:35:00,47.85,65,CE,24750.0,Buy,2025-08-12,Tuesday,09:36:00,45.7,-139.74999999999991,-4.4932079414838,2025-08-14,,,Exit Condition Met For Trade
154.2,2025-08-12,Tuesday,09:35:00,57.2,65,PE,24550.0,Buy,2025-08-12,Tuesday,09:36:00,58.85,107.24999999999991,2.884615384615382,2025-08-14,,,Exit Condition Met For Trade
155,2025-08-13,,09:35:00,24555.0,,,,,2025-08-13,,09:36:00,24556.7,48.75,,,48.75,0,Exit Condition Met For Trade
155.1,2025-08-13,Wednesday,09:35:00,45.35,65,CE,24650.0,Buy,2025-08-13,Wednesday,09:36:00,46.25,58.49999999999991,1.984564498346193,2025-08-14,,,Target Hit
155.2,2025-08-13,Wednesday,09:35:00,32.5,65,PE,24450.0,Buy,2025-08-13,Wednesday,09:36:00,32.35,-9.749999999999908,-0.4615384615384572,2025-08-14,,,Exit Condition Met For Trade
156,2025-08-14,,09:35:00,24618.25,,,,,2025-08-14,,09:36:00,24619.85,-13.0,,,0,-13.0,Exit Condition Met For Trade
156.1,2025-08-14,Thursday,09:35:00,17.7,65,CE,24700.0,Buy,2025-08-14,Thursday,09:36:00,18.05,22.750000000000092,1.977401129943511,2025-08-14,,,Target Hit
156.2,2025-08-14,Thursday,09:35:00,14.0,65,PE,24500.0,Buy,2025-08-14,Thursday,09:36:00,13.45,-35.75000000000004,-3.9285714285714337,2025-08-14,,,Exit Condition Met For Trade
157,2025-08-18,,09:35:00,24988.55,,,,,2025-08-18,,09:37:00,24993.8,182.0,,,182.0,0,Exit Condition Met For Trade
157.1,2025-08-18,Monday,09:35:00,92.35,65,CE,25100.0,Buy,2025-08-18,Monday,09:37:00,94.2,120.25000000000055,2.003248511099089,2025-08-21,,,Target Hit
157.2,2025-08-18,Monday,09:35:00,81.8,65,PE,24900.0,Buy,2025-08-18,Monday,09:37:00,82.75,61.750000000000185,1.1613691931540377,2025-08-21,,,Exit Condition Met For Trade
158,2025-08-19,,09:35:00,24907.65,,,,,2025-08-19,,09:36:00,24901.6,-45.5,,,0,-45.5,Exit Condition Met For Trade
