Transaction,Instrument,Qty,Entry,Entry Price,Entry Time,Exit,Exit Price,Exit Time,Profit,Cumulative Profit
274,NIFTY04FEB2114750PE,65,SELL,51.3,04 Feb 2021 10:45:14,BUY,57.3,04 Feb 2021 10:46:00,-390,3854.5
275,NIFTY11FEB2114900PE,65,BUY,159.95,05 Feb 2021 10:45:14,SELL,167.9,05 Feb 2021 10:50:44,516.75,3526.25
275,NIFTY11FEB2114950PE,65,SELL,183.25,05 Feb 2021 10:45:14,BUY,196.25,05 Feb 2021 10:51:00,-845,3526.25
276,NIFTY11FEB2115100PE,65,BUY,117.9,08 Feb 2021 10:45:14,SELL,123.75,08 Feb 2021 10:52:44,380.25,3773.25
276,NIFTY11FEB2115150PE,65,SELL,141.85,08 Feb 2021 10:45:14,BUY,143.9,08 Feb 2021 10:53:00,-133.25,3773.25
277,NIFTY11FEB2115150PE,65,BUY,89.15,09 Feb 2021 10:45:14,SELL,78.45,09 Feb 2021 10:50:29,-695.5,3909.75
277,NIFTY11FEB2115200PE,65,SELL,111,09 Feb 2021 10:45:14,BUY,98.2,09 Feb 2021 10:50:29,832,3909.75
278,NIFTY11FEB2115000PE,65,BUY,81.7,10 Feb 2021 10:45:14,SELL,67.65,10 Feb 2021 10:55:29,-913.25,4062.5
278,NIFTY11FEB2115050PE,65,SELL,104.7,10 Feb 2021 10:45:14,BUY,88.3,10 Feb 2021 10:55:29,1066,4062.5
279,NIFTY11FEB2115100PE,65,BUY,27.5,11 Feb 2021 10:45:14,SELL,28.85,11 Feb 2021 10:46:44,87.75,4030
279,NIFTY11FEB2115150PE,65,SELL,44.1,11 Feb 2021 10:45:14,BUY,45.95,11 Feb 2021 10:47:00,-120.25,4030
280,NIFTY18FEB2115150PE,65,BUY,103.6,12 Feb 2021 10:45:14,SELL,95.2,12 Feb 2021 10:45:29,-546,4179.5
280,NIFTY18FEB2115200PE,65,SELL,123.75,12 Feb 2021 10:45:14,BUY,113.05,12 Feb 2021 10:45:29,695.5,4179.5
281,NIFTY18FEB2115250PE,65,BUY,77.9,15 Feb 2021 10:45:14,SELL,81.75,15 Feb 2021 12:03:44,250.25,4098.25
281,NIFTY18FEB2115300PE,65,SELL,98.05,15 Feb 2021 10:45:14,BUY,103.15,15 Feb 2021 12:04:00,-331.5,4098.25
282,NIFTY18FEB2115350PE,65,BUY,63.9,16 Feb 2021 10:45:14,SELL,67.05,16 Feb 2021 10:55:44,204.75,4095
282,NIFTY18FEB2115400PE,65,SELL,83.55,16 Feb 2021 10:45:14,BUY,86.75,16 Feb 2021 10:56:00,-208,4095
283,NIFTY18FEB2115200PE,65,BUY,53.35,17 Feb 2021 10:45:14,SELL,56,17 Feb 2021 10:46:44,172.25,4000.75
283,NIFTY18FEB2115250PE,65,SELL,74.65,17 Feb 2021 10:45:14,BUY,78.75,17 Feb 2021 10:47:00,-266.5,4000.75
284,NIFTY18FEB2115200PE,65,BUY,23.8,18 Feb 2021 10:45:14,SELL,24.95,18 Feb 2021 10:45:44,74.75,3906.5
284,NIFTY18FEB2115250PE,65,SELL,42.6,18 Feb 2021 10:45:14,BUY,45.2,18 Feb 2021 10:46:00,-169,3906.5
285,NIFTY25FEB2115050PE,65,BUY,106.9,19 Feb 2021 10:45:14,SELL,112.2,19 Feb 2021 10:48:14,344.5,3867.5
285,NIFTY25FEB2115100PE,65,SELL,125.8,19 Feb 2021 10:45:14,BUY,131.7,19 Feb 2021 10:48:29,-383.5,3867.5
286,NIFTY25FEB2114850PE,65,BUY,101.2,22 Feb 2021 10:45:14,SELL,106.25,22 Feb 2021 10:50:44,328.25,3984.5
286,NIFTY25FEB2114900PE,65,SELL,122.55,22 Feb 2021 10:45:14,BUY,125.8,22 Feb 2021 10:51:00,-211.25,3984.5
287,NIFTY25FEB2114800PE,65,BUY,77.5,23 Feb 2021 10:45:14,SELL,81.35,23 Feb 2021 10:45:44,250.25,3935.75
287,NIFTY25FEB2114850PE,65,SELL,97.35,23 Feb 2021 10:45:14,BUY,101.95,23 Feb 2021 10:46:00,-299,3935.75
288,NIFTY25FEB2114750PE,65,BUY,66.7,24 Feb 2021 10:45:14,SELL,61.85,24 Feb 2021 11:01:29,-315.25,4069
288,NIFTY25FEB2114800PE,65,SELL,88.1,24 Feb 2021 10:45:14,BUY,81.2,24 Feb 2021 11:01:29,448.5,4069
289,NIFTY25FEB2115100PE,65,BUY,25.25,25 Feb 2021 10:45:14,SELL,26.5,25 Feb 2021 10:51:44,81.25,4023.5
289,NIFTY25FEB2115150PE,65,SELL,44.5,25 Feb 2021 10:45:14,BUY,46.45,25 Feb 2021 10:52:00,-126.75,4023.5
290,NIFTY04MAR2114750PE,65,BUY,169,26 Feb 2021 10:45:14,SELL,177.45,26 Feb 2021 10:59:44,549.25,3246.75
290,NIFTY04MAR2114800PE,65,SELL,191.6,26 Feb 2021 10:45:14,BUY,212,26 Feb 2021 11:00:00,-1326,3246.75
291,NIFTY04MAR2114750PE,65,BUY,140.95,01 Mar 2021 10:45:14,SELL,147.95,01 Mar 2021 10:54:44,455,3318.25
291,NIFTY04MAR2114800PE,65,SELL,163.15,01 Mar 2021 10:45:14,BUY,169.05,01 Mar 2021 10:55:00,-383.5,3318.25
292,NIFTY04MAR2114850PE,65,BUY,110.15,02 Mar 2021 10:45:14,SELL,115.65,02 Mar 2021 10:48:44,357.5,3162.25
292,NIFTY04MAR2114900PE,65,SELL,134,02 Mar 2021 10:45:14,BUY,141.9,02 Mar 2021 10:49:00,-513.5,3162.25
293,NIFTY04MAR2115100PE,65,BUY,79.85,03 Mar 2021 10:45:14,SELL,83.8,03 Mar 2021 10:47:44,256.75,3129.75
293,NIFTY04MAR2115150PE,65,SELL,105.55,03 Mar 2021 10:45:14,BUY,110,03 Mar 2021 10:48:00,-289.25,3129.75
294,NIFTY04MAR2115050PE,65,BUY,45.55,04 Mar 2021 10:45:14,SELL,40.1,04 Mar 2021 10:47:29,-354.25,3298.75
294,NIFTY04MAR2115100PE,65,SELL,68.65,04 Mar 2021 10:45:14,BUY,60.6,04 Mar 2021 10:47:29,523.25,3298.75
295,NIFTY10MAR2114950PE,65,BUY,191.2,05 Mar 2021 10:45:14,SELL,200.75,05 Mar 2021 10:47:44,620.75,3276
295,NIFTY10MAR2115000PE,65,SELL,213.15,05 Mar 2021 10:45:14,BUY,223.05,05 Mar 2021 10:48:00,-643.5,3276
296,NIFTY10MAR2114950PE,65,BUY,132.75,08 Mar 2021 10:45:14,SELL,139.35,08 Mar 2021 10:45:44,429,3409.25
296,NIFTY10MAR2115000PE,65,SELL,155.3,08 Mar 2021 10:45:14,BUY,159.85,08 Mar 2021 10:46:00,-295.75,3409.25
297,NIFTY10MAR2115050PE,65,BUY,89.25,09 Mar 2021 10:45:14,SELL,81.2,09 Mar 2021 11:19:29,-523.25,3552.25
297,NIFTY10MAR2115100PE,65,SELL,113.85,09 Mar 2021 10:45:14,BUY,103.6,09 Mar 2021 11:19:29,666.25,3552.25
298,NIFTY10MAR2115150PE,65,BUY,43.55,10 Mar 2021 10:45:14,SELL,37.05,10 Mar 2021 10:52:29,-422.5,3688.75
298,NIFTY10MAR2115200PE,65,SELL,70.8,10 Mar 2021 10:45:14,BUY,62.2,10 Mar 2021 10:52:29,559,3688.75
299,NIFTY18MAR2115250PE,65,BUY,131.7,12 Mar 2021 10:45:14,SELL,138.25,12 Mar 2021 11:18:44,425.75,3734.25
299,NIFTY18MAR2115300PE,65,SELL,152.85,12 Mar 2021 10:45:14,BUY,158.7,12 Mar 2021 11:19:00,-380.25,3734.25
300,NIFTY18MAR2114850PE,65,BUY,142.4,15 Mar 2021 10:45:14,SELL,149.5,15 Mar 2021 10:45:44,461.5,3828.5
300,NIFTY18MAR2114900PE,65,SELL,166.1,15 Mar 2021 10:45:14,BUY,171.75,15 Mar 2021 10:46:00,-367.25,3828.5
301,NIFTY18MAR2115050PE,65,BUY,108.5,16 Mar 2021 10:45:14,SELL,113.9,16 Mar 2021 10:46:44,351,3854.5
301,NIFTY18MAR2115100PE,65,SELL,133.35,16 Mar 2021 10:45:14,BUY,138.35,16 Mar 2021 10:47:00,-325,3854.5
302,NIFTY18MAR2114850PE,65,BUY,79.95,17 Mar 2021 10:45:14,SELL,83.9,17 Mar 2021 10:46:44,256.75,3887
302,NIFTY18MAR2114900PE,65,SELL,103.45,17 Mar 2021 10:45:14,BUY,106.9,17 Mar 2021 10:47:00,-224.25,3887
303,NIFTY18MAR2114750PE,65,BUY,32.6,18 Mar 2021 10:45:14,SELL,27.5,18 Mar 2021 10:45:29,-331.5,4082
303,NIFTY18MAR2114800PE,65,SELL,56.5,18 Mar 2021 10:45:14,BUY,48.4,18 Mar 2021 10:45:29,526.5,4082
304,NIFTY25MAR2114500PE,65,BUY,185.65,19 Mar 2021 10:45:14,SELL,158,19 Mar 2021 10:48:29,-1797.25,4238
304,NIFTY25MAR2114550PE,65,SELL,207.85,19 Mar 2021 10:45:14,BUY,177.8,19 Mar 2021 10:48:29,1953.25,4238
305,NIFTY25MAR2114650PE,65,BUY,137.45,22 Mar 2021 10:45:14,SELL,144.3,22 Mar 2021 10:46:44,445.25,4160
305,NIFTY25MAR2114700PE,65,SELL,158.95,22 Mar 2021 10:45:14,BUY,167,22 Mar 2021 10:47:00,-523.25,4160
306,NIFTY25MAR2114750PE,65,BUY,110.25,23 Mar 2021 10:45:14,SELL,99.7,23 Mar 2021 10:52:29,-685.75,4338.75
306,NIFTY25MAR2114800PE,65,SELL,132.45,23 Mar 2021 10:45:14,BUY,119.15,23 Mar 2021 10:52:29,864.5,4338.75
307,NIFTY25MAR2114600PE,65,BUY,77.5,24 Mar 2021 10:45:14,SELL,81.35,24 Mar 2021 10:45:44,250.25,4082
307,NIFTY25MAR2114650PE,65,SELL,98.2,24 Mar 2021 10:45:14,BUY,106,24 Mar 2021 10:46:00,-507,4082
308,NIFTY25MAR2114350PE,65,BUY,33.55,25 Mar 2021 10:45:14,SELL,35.2,25 Mar 2021 10:49:44,107.25,4046.25
308,NIFTY25MAR2114400PE,65,SELL,53.55,25 Mar 2021 10:45:14,BUY,55.75,25 Mar 2021 10:50:00,-143,4046.25
309,NIFTY01APR2114550PE,65,BUY,183.55,26 Mar 2021 10:45:14,SELL,192.7,26 Mar 2021 10:48:44,594.75,3584.75
309,NIFTY01APR2114600PE,65,SELL,207,26 Mar 2021 10:45:14,BUY,223.25,26 Mar 2021 10:49:00,-1056.25,3584.75
310,NIFTY01APR2114800PE,65,BUY,143,30 Mar 2021 10:45:14,SELL,128,30 Mar 2021 10:51:14,-975,3744
310,NIFTY01APR2114850PE,65,SELL,171,30 Mar 2021 10:45:14,BUY,153.55,30 Mar 2021 10:51:14,1134.25,3744
311,NIFTY01APR2114750PE,65,BUY,106.55,31 Mar 2021 10:45:14,SELL,94.5,31 Mar 2021 11:07:29,-783.25,3874
311,NIFTY01APR2114800PE,65,SELL,133.85,31 Mar 2021 10:45:14,BUY,119.8,31 Mar 2021 11:07:29,913.25,3874
312,NIFTY01APR2114750PE,65,BUY,48.8,01 Apr 2021 10:45:14,SELL,51.2,01 Apr 2021 10:45:44,156,3994.25
312,NIFTY01APR2114800PE,65,SELL,76.4,01 Apr 2021 10:45:14,BUY,76.95,01 Apr 2021 10:46:00,-35.75,3994.25
313,NIFTY08APR2114500PE,65,BUY,146.3,05 Apr 2021 10:45:14,SELL,153.6,05 Apr 2021 11:01:44,474.5,4368
313,NIFTY08APR2114550PE,65,SELL,169.75,05 Apr 2021 10:45:14,BUY,171.3,05 Apr 2021 11:02:00,-100.75,4368
314,NIFTY08APR2114750PE,65,BUY,119,06 Apr 2021 10:45:14,SELL,124.95,06 Apr 2021 10:47:44,386.75,4309.5
314,NIFTY08APR2114800PE,65,SELL,145.1,06 Apr 2021 10:45:14,BUY,151.95,06 Apr 2021 10:48:00,-445.25,4309.5
315,NIFTY08APR2114800PE,65,BUY,105.65,07 Apr 2021 10:45:14,SELL,100.2,07 Apr 2021 10:54:00,-354.25,4442.75
315,NIFTY08APR2114850PE,65,SELL,134,07 Apr 2021 10:45:14,BUY,126.5,07 Apr 2021 10:54:00,487.5,4442.75
316,NIFTY08APR2114950PE,65,BUY,40.2,08 Apr 2021 10:45:14,SELL,42.2,08 Apr 2021 10:45:44,130,4426.5
316,NIFTY08APR2115000PE,65,SELL,70.8,08 Apr 2021 10:45:14,BUY,73.05,08 Apr 2021 10:46:00,-146.25,4426.5
317,NIFTY15APR2114850PE,65,BUY,136.4,09 Apr 2021 10:45:14,SELL,143.2,09 Apr 2021 10:53:44,442,4511
317,NIFTY15APR2114900PE,65,SELL,157.7,09 Apr 2021 10:45:14,BUY,163.2,09 Apr 2021 10:54:00,-357.5,4511
318,NIFTY15APR2114400PE,65,BUY,131.2,12 Apr 2021 10:45:14,SELL,118.45,12 Apr 2021 10:49:14,-828.75,4650.75
318,NIFTY15APR2114450PE,65,SELL,154.9,12 Apr 2021 10:45:14,BUY,140,12 Apr 2021 10:49:14,968.5,4650.75
319,NIFTY15APR2114350PE,65,BUY,85.5,13 Apr 2021 10:45:14,SELL,89.75,13 Apr 2021 10:45:44,276.25,4845.75
319,NIFTY15APR2114400PE,65,SELL,106,13 Apr 2021 10:45:14,BUY,107.25,13 Apr 2021 10:46:00,-81.25,4845.75
320,NIFTY15APR2114400PE,65,BUY,50.45,15 Apr 2021 10:45:14,SELL,43.35,15 Apr 2021 10:48:14,-461.5,4982.25
320,NIFTY15APR2114450PE,65,SELL,74.55,15 Apr 2021 10:45:14,BUY,65.35,15 Apr 2021 10:48:14,598,4982.25
321,NIFTY22APR2114650PE,65,BUY,140.8,16 Apr 2021 10:45:14,SELL,147.8,16 Apr 2021 11:04:44,455,4920.5
321,NIFTY22APR2114700PE,65,SELL,163.35,16 Apr 2021 10:45:14,BUY,171.3,16 Apr 2021 11:05:00,-516.75,4920.5
322,NIFTY22APR2114250PE,65,BUY,120,19 Apr 2021 10:45:14,SELL,113.4,19 Apr 2021 10:54:14,-429,5063.5
322,NIFTY22APR2114300PE,65,SELL,140.5,19 Apr 2021 10:45:14,BUY,131.7,19 Apr 2021 10:54:14,572,5063.5
323,NIFTY22APR2114450PE,65,BUY,86.15,20 Apr 2021 10:45:14,SELL,90.45,20 Apr 2021 10:46:44,279.5,4910.75
323,NIFTY22APR2114500PE,65,SELL,109.5,20 Apr 2021 10:45:14,BUY,116.15,20 Apr 2021 10:47:00,-432.25,4910.75
324,NIFTY22APR2114250PE,65,BUY,56.65,22 Apr 2021 10:45:14,SELL,59.45,22 Apr 2021 10:47:44,182,4914
324,NIFTY22APR2114300PE,65,SELL,80.3,22 Apr 2021 10:45:14,BUY,83.05,22 Apr 2021 10:48:00,-178.75,4914
325,NIFTY29APR2114350PE,65,BUY,151.1,23 Apr 2021 10:45:14,SELL,141.35,23 Apr 2021 11:05:14,-633.75,5073.25
325,NIFTY29APR2114400PE,65,SELL,171.3,23 Apr 2021 10:45:14,BUY,159.1,23 Apr 2021 11:05:14,793,5073.25
326,NIFTY29APR2114450PE,65,BUY,117.5,26 Apr 2021 10:45:14,SELL,123.35,26 Apr 2021 10:57:44,380.25,5131.75
326,NIFTY29APR2114500PE,65,SELL,137,26 Apr 2021 10:45:14,BUY,141.95,26 Apr 2021 10:58:00,-321.75,5131.75
327,NIFTY29APR2114500PE,65,BUY,83.45,27 Apr 2021 10:45:14,SELL,76.45,27 Apr 2021 11:10:00,-455,5274.75
327,NIFTY29APR2114550PE,65,SELL,102.8,27 Apr 2021 10:45:14,BUY,93.6,27 Apr 2021 11:10:00,598,5274.75
328,NIFTY29APR2114700PE,65,BUY,52.05,28 Apr 2021 10:45:14,SELL,48.25,28 Apr 2021 11:08:29,-247,5408
328,NIFTY29APR2114750PE,65,SELL,70.45,28 Apr 2021 10:45:14,BUY,64.6,28 Apr 2021 11:08:29,380.25,5408
329,NIFTY29APR2114800PE,65,BUY,31.6,29 Apr 2021 10:45:14,SELL,33.15,29 Apr 2021 10:45:44,100.75,5570.5
329,NIFTY29APR2114850PE,65,SELL,49,29 Apr 2021 10:45:14,BUY,48.05,29 Apr 2021 10:46:00,61.75,5570.5
330,NIFTY06MAY2114800PE,65,BUY,166.9,30 Apr 2021 10:45:14,SELL,164.3,30 Apr 2021 10:46:14,-169,5726.5
330,NIFTY06MAY2114850PE,65,SELL,192,30 Apr 2021 10:45:14,BUY,187,30 Apr 2021 10:46:14,325,5726.5
331,NIFTY06MAY2114550PE,65,BUY,122.85,03 May 2021 10:45:14,SELL,120.7,03 May 2021 10:46:00,-139.75,5911.75
331,NIFTY06MAY2114600PE,65,SELL,147,03 May 2021 10:45:14,BUY,142,03 May 2021 10:46:00,325,5911.75
332,NIFTY06MAY2114650PE,65,BUY,109.7,04 May 2021 10:45:14,SELL,98.5,04 May 2021 11:02:29,-728,6064.5
332,NIFTY06MAY2114700PE,65,SELL,135.45,04 May 2021 10:45:14,BUY,121.9,04 May 2021 11:02:29,880.75,6064.5
333,NIFTY06MAY2114600PE,65,BUY,88.4,05 May 2021 10:45:14,SELL,80.1,05 May 2021 10:45:29,-539.5,6240
333,NIFTY06MAY2114650PE,65,SELL,114.15,05 May 2021 10:45:14,BUY,103.15,05 May 2021 10:45:29,715,6240
334,NIFTY06MAY2114650PE,65,BUY,50.15,06 May 2021 10:45:14,SELL,39.95,06 May 2021 11:01:00,-663,6379.75
334,NIFTY06MAY2114700PE,65,SELL,79.3,06 May 2021 10:45:14,BUY,66.95,06 May 2021 11:01:00,802.75,6379.75
335,NIFTY12MAY2114800PE,65,BUY,127.45,07 May 2021 10:45:14,SELL,133.8,07 May 2021 10:48:44,412.75,6311.5
335,NIFTY12MAY2114850PE,65,SELL,150.7,07 May 2021 10:45:14,BUY,158.1,07 May 2021 10:49:00,-481,6311.5
336,NIFTY12MAY2114900PE,65,BUY,83.05,10 May 2021 10:45:14,SELL,68.6,10 May 2021 11:22:29,-939.25,6464.25
336,NIFTY12MAY2114950PE,65,SELL,104.85,10 May 2021 10:45:14,BUY,88.05,10 May 2021 11:22:29,1092,6464.25
337,NIFTY12MAY2114800PE,65,BUY,55.05,11 May 2021 10:45:14,SELL,46.7,11 May 2021 11:27:29,-542.75,6594.25
337,NIFTY12MAY2114850PE,65,SELL,76.95,11 May 2021 10:45:14,BUY,66.6,11 May 2021 11:27:29,672.75,6594.25
338,NIFTY12MAY2114700PE,65,BUY,25.65,12 May 2021 10:45:14,SELL,22.15,12 May 2021 10:56:29,-227.5,6743.75
338,NIFTY12MAY2114750PE,65,SELL,48.7,12 May 2021 10:45:14,BUY,42.9,12 May 2021 10:56:29,377,6743.75
339,NIFTY20MAY2114650PE,65,BUY,108.05,14 May 2021 10:45:14,SELL,113.45,14 May 2021 10:54:44,351,6821.75
339,NIFTY20MAY2114700PE,65,SELL,129.1,14 May 2021 10:45:14,BUY,133.3,14 May 2021 10:55:00,-273,6821.75
340,NIFTY20MAY2114800PE,65,BUY,94.5,17 May 2021 10:45:14,SELL,99.2,17 May 2021 10:59:44,305.5,6847.75
340,NIFTY20MAY2114850PE,65,SELL,118.25,17 May 2021 10:45:14,BUY,122.55,17 May 2021 11:00:00,-279.5,6847.75
341,NIFTY20MAY2115100PE,65,BUY,79.8,18 May 2021 10:45:14,SELL,71.75,18 May 2021 10:59:29,-523.25,6997.25
341,NIFTY20MAY2115150PE,65,SELL,105,18 May 2021 10:45:14,BUY,94.65,18 May 2021 10:59:29,672.75,6997.25
342,NIFTY20MAY2115050PE,65,BUY,51.75,19 May 2021 10:45:14,SELL,54.3,19 May 2021 11:17:44,165.75,7010.25
342,NIFTY20MAY2115100PE,65,SELL,73.3,19 May 2021 10:45:14,BUY,75.65,19 May 2021 11:18:00,-152.75,7010.25
343,NIFTY20MAY2114950PE,65,BUY,19.55,20 May 2021 10:45:14,SELL,20.5,20 May 2021 10:46:44,61.75,7072
343,NIFTY20MAY2115000PE,65,SELL,38.25,20 May 2021 10:45:14,BUY,38.25,20 May 2021 10:47:00,0,7072
344,NIFTY27MAY2115050PE,65,BUY,96.25,21 May 2021 10:45:14,SELL,90.35,21 May 2021 10:50:29,-383.5,7273.5
344,NIFTY27MAY2115100PE,65,SELL,116,21 May 2021 10:45:14,BUY,107,21 May 2021 10:50:29,585,7273.5
345,NIFTY27MAY2115150PE,65,BUY,79.45,24 May 2021 10:45:14,SELL,70.75,24 May 2021 11:47:14,-565.5,7406.75
345,NIFTY27MAY2115200PE,65,SELL,100.4,24 May 2021 10:45:14,BUY,89.65,24 May 2021 11:47:14,698.75,7406.75
346,NIFTY27MAY2115200PE,65,BUY,49.25,25 May 2021 10:45:14,SELL,51.7,25 May 2021 10:45:44,159.25,7351.5
346,NIFTY27MAY2115250PE,65,SELL,67.7,25 May 2021 10:45:14,BUY,71,25 May 2021 10:46:00,-214.5,7351.5
347,NIFTY27MAY2115250PE,65,BUY,47.85,26 May 2021 10:45:14,SELL,50.2,26 May 2021 10:45:44,152.75,7436
347,NIFTY27MAY2115300PE,65,SELL,69.6,26 May 2021 10:45:14,BUY,70.65,26 May 2021 10:46:00,-68.25,7436
348,NIFTY27MAY2115250PE,65,BUY,19.05,27 May 2021 10:45:14,SELL,14.8,27 May 2021 10:57:29,-276.25,7627.75
348,NIFTY27MAY2115300PE,65,SELL,35.75,27 May 2021 10:45:14,BUY,28.55,27 May 2021 10:57:29,468,7627.75
349,NIFTY03JUN2115400PE,65,BUY,105.45,28 May 2021 10:45:14,SELL,110.7,28 May 2021 11:00:44,341.25,7195.5
349,NIFTY03JUN2115450PE,65,SELL,128.1,28 May 2021 10:45:14,BUY,140,28 May 2021 11:01:00,-773.5,7195.5
350,NIFTY03JUN2115500PE,65,BUY,94.6,31 May 2021 10:45:14,SELL,99.3,31 May 2021 10:51:44,305.5,7309.25
350,NIFTY03JUN2115550PE,65,SELL,120.45,31 May 2021 10:45:14,BUY,123.4,31 May 2021 10:52:00,-191.75,7309.25
351,NIFTY03JUN2115550PE,65,BUY,78.3,01 Jun 2021 10:45:14,SELL,82.2,01 Jun 2021 10:45:44,253.5,7452.25
351,NIFTY03JUN2115600PE,65,SELL,103.2,01 Jun 2021 10:45:14,BUY,104.9,01 Jun 2021 10:46:00,-110.5,7452.25
352,NIFTY03JUN2115500PE,65,BUY,58.25,02 Jun 2021 10:45:14,SELL,61.15,02 Jun 2021 10:50:44,188.5,7371
352,NIFTY03JUN2115550PE,65,SELL,85.55,02 Jun 2021 10:45:14,BUY,89.7,02 Jun 2021 10:51:00,-269.75,7371
353,NIFTY03JUN2115650PE,65,BUY,34.2,03 Jun 2021 10:45:14,SELL,35.9,03 Jun 2021 10:45:44,110.5,7387.25
353,NIFTY03JUN2115700PE,65,SELL,68.15,03 Jun 2021 10:45:14,BUY,69.6,03 Jun 2021 10:46:00,-94.25,7387.25
354,NIFTY10JUN2115650PE,65,BUY,91.45,04 Jun 2021 10:45:14,SELL,96,04 Jun 2021 10:46:44,295.75,7247.5
354,NIFTY10JUN2115700PE,65,SELL,114.5,04 Jun 2021 10:45:14,BUY,121.2,04 Jun 2021 10:47:00,-435.5,7247.5
355,NIFTY10JUN2115700PE,65,BUY,74.25,07 Jun 2021 10:45:14,SELL,66.1,07 Jun 2021 11:07:14,-529.75,7380.75
355,NIFTY10JUN2115750PE,65,SELL,98.2,07 Jun 2021 10:45:14,BUY,88,07 Jun 2021 11:07:14,663,7380.75
356,NIFTY10JUN2115700PE,65,BUY,71.65,08 Jun 2021 10:45:14,SELL,63.45,08 Jun 2021 11:02:29,-533,7520.5
356,NIFTY10JUN2115750PE,65,SELL,97.2,08 Jun 2021 10:45:14,BUY,86.85,08 Jun 2021 11:02:29,672.75,7520.5
357,NIFTY10JUN2115750PE,65,BUY,44.45,09 Jun 2021 10:45:14,SELL,37.65,09 Jun 2021 11:26:29,-442,7666.75
357,NIFTY10JUN2115800PE,65,SELL,67.85,09 Jun 2021 10:45:14,BUY,58.8,09 Jun 2021 11:26:29,588.25,7666.75
358,NIFTY10JUN2115700PE,65,BUY,29.8,10 Jun 2021 10:45:14,SELL,31.25,10 Jun 2021 10:46:44,94.25,7601.75
358,NIFTY10JUN2115750PE,65,SELL,56.6,10 Jun 2021 10:45:14,BUY,59.05,10 Jun 2021 10:47:00,-159.25,7601.75
359,NIFTY17JUN2115800PE,65,BUY,91.65,11 Jun 2021 10:45:14,SELL,96.2,11 Jun 2021 11:24:44,295.75,7523.75
359,NIFTY17JUN2115850PE,65,SELL,115.15,11 Jun 2021 10:45:14,BUY,120.9,11 Jun 2021 11:25:00,-373.75,7523.75
360,NIFTY17JUN2115700PE,65,BUY,80.5,14 Jun 2021 10:45:14,SELL,84.5,14 Jun 2021 10:46:44,260,7566
360,NIFTY17JUN2115750PE,65,SELL,104.5,14 Jun 2021 10:45:14,BUY,107.85,14 Jun 2021 10:47:00,-217.75,7566
361,NIFTY17JUN2115850PE,65,BUY,58.1,15 Jun 2021 10:45:14,SELL,61,15 Jun 2021 11:46:44,188.5,7445.75
361,NIFTY17JUN2115900PE,65,SELL,79.7,15 Jun 2021 10:45:14,BUY,84.45,15 Jun 2021 11:47:00,-308.75,7445.75
362,NIFTY17JUN2115800PE,65,BUY,52.75,16 Jun 2021 10:45:14,SELL,55.35,16 Jun 2021 10:46:44,169,7582.25
362,NIFTY17JUN2115850PE,65,SELL,77.7,16 Jun 2021 10:45:14,BUY,78.2,16 Jun 2021 10:47:00,-32.5,7582.25
363,NIFTY17JUN2115700PE,65,BUY,17.75,17 Jun 2021 10:45:14,SELL,18.6,17 Jun 2021 10:47:44,55.25,7488
363,NIFTY17JUN2115750PE,65,SELL,35.45,17 Jun 2021 10:45:14,BUY,37.75,17 Jun 2021 10:48:00,-149.5,7488
364,NIFTY24JUN2115550PE,65,BUY,115.25,18 Jun 2021 10:45:14,SELL,121,18 Jun 2021 10:48:44,373.75,7367.75
364,NIFTY24JUN2115600PE,65,SELL,139.45,18 Jun 2021 10:45:14,BUY,147.05,18 Jun 2021 10:49:00,-494,7367.75
365,NIFTY24JUN2115550PE,65,BUY,72.35,21 Jun 2021 10:45:14,SELL,75.95,21 Jun 2021 10:47:44,234,7309.25
365,NIFTY24JUN2115600PE,65,SELL,92.1,21 Jun 2021 10:45:14,BUY,96.6,21 Jun 2021 10:48:00,-292.5,7309.25
366,NIFTY24JUN2115800PE,65,BUY,48.15,22 Jun 2021 10:45:14,SELL,50.55,22 Jun 2021 11:17:44,156,7306
366,NIFTY24JUN2115850PE,65,SELL,66,22 Jun 2021 10:45:14,BUY,68.45,22 Jun 2021 11:18:00,-159.25,7306
367,NIFTY24JUN2115750PE,65,BUY,51.45,23 Jun 2021 10:45:14,SELL,45.2,23 Jun 2021 10:50:29,-406.25,7442.5
367,NIFTY24JUN2115800PE,65,SELL,75.95,23 Jun 2021 10:45:14,BUY,67.6,23 Jun 2021 10:50:29,542.75,7442.5
368,NIFTY24JUN2115700PE,65,BUY,22.3,24 Jun 2021 10:45:14,SELL,23.4,24 Jun 2021 10:56:44,71.5,7390.5
368,NIFTY24JUN2115750PE,65,SELL,39.65,24 Jun 2021 10:45:14,BUY,41.55,24 Jun 2021 10:57:00,-123.5,7390.5
369,NIFTY01JUL2115750PE,65,BUY,88.05,25 Jun 2021 10:45:14,SELL,92.45,25 Jun 2021 10:46:44,286,7231.25
369,NIFTY01JUL2115800PE,65,SELL,109.65,25 Jun 2021 10:45:14,BUY,116.5,25 Jun 2021 10:47:00,-445.25,7231.25
370,NIFTY01JUL2115800PE,65,BUY,74.05,28 Jun 2021 10:45:14,SELL,77.75,28 Jun 2021 10:45:44,240.5,7341.75
370,NIFTY01JUL2115850PE,65,SELL,96.8,28 Jun 2021 10:45:14,BUY,98.8,28 Jun 2021 10:46:00,-130,7341.75
