Transaction,Instrument,Qty,Entry,Entry Price,Entry Time,Exit,Exit Price,Exit Time,Profit,Cumulative Profit
813,NIFTY13APR2317800PE,65,BUY,34.3,13 Apr 2023 10:45:14,SELL,36,13 Apr 2023 10:45:44,110.5,4342
813,NIFTY13APR2317850PE,65,SELL,67,13 Apr 2023 10:45:14,BUY,70.25,13 Apr 2023 10:46:00,-211.25,4342
814,NIFTY20APR2317650PE,65,BUY,71.1,17 Apr 2023 10:45:14,SELL,56.8,17 Apr 2023 10:48:29,-929.5,4543.5
814,NIFTY20APR2317700PE,65,SELL,95.15,17 Apr 2023 10:45:14,BUY,77.75,17 Apr 2023 10:48:29,1131,4543.5
815,NIFTY20APR2317650PE,65,BUY,45.75,18 Apr 2023 10:45:14,SELL,48,18 Apr 2023 10:47:44,146.25,4517.5
815,NIFTY20APR2317700PE,65,SELL,67.05,18 Apr 2023 10:45:14,BUY,69.7,18 Apr 2023 10:48:00,-172.25,4517.5
816,NIFTY20APR2317650PE,65,BUY,53.5,19 Apr 2023 10:45:14,SELL,47,19 Apr 2023 10:55:29,-422.5,4680
816,NIFTY20APR2317700PE,65,SELL,84.2,19 Apr 2023 10:45:14,BUY,75.2,19 Apr 2023 10:55:29,585,4680
817,NIFTY20APR2317600PE,65,BUY,32.6,20 Apr 2023 10:45:14,SELL,27.05,20 Apr 2023 10:46:29,-360.75,4871.75
817,NIFTY20APR2317650PE,65,SELL,64.85,20 Apr 2023 10:45:14,BUY,56.35,20 Apr 2023 10:46:29,552.5,4871.75
818,NIFTY27APR2317550PE,65,BUY,57.8,21 Apr 2023 10:45:14,SELL,60.65,21 Apr 2023 10:46:44,185.25,4758
818,NIFTY27APR2317600PE,65,SELL,77.2,21 Apr 2023 10:45:14,BUY,81.8,21 Apr 2023 10:47:00,-299,4758
819,NIFTY27APR2317600PE,65,BUY,49.6,24 Apr 2023 10:45:14,SELL,41.65,24 Apr 2023 11:15:29,-516.75,4901
819,NIFTY27APR2317650PE,65,SELL,69.6,24 Apr 2023 10:45:14,BUY,59.45,24 Apr 2023 11:15:29,659.75,4901
820,NIFTY27APR2317750PE,65,BUY,42.05,25 Apr 2023 10:45:14,SELL,44.15,25 Apr 2023 10:57:44,136.5,4793.75
820,NIFTY27APR2317800PE,65,SELL,64.25,25 Apr 2023 10:45:14,BUY,68,25 Apr 2023 10:58:00,-243.75,4793.75
821,NIFTY27APR2317700PE,65,BUY,22.45,26 Apr 2023 10:45:14,SELL,23.55,26 Apr 2023 10:45:44,71.5,4706
821,NIFTY27APR2317750PE,65,SELL,38.8,26 Apr 2023 10:45:14,BUY,41.25,26 Apr 2023 10:46:00,-159.25,4706
822,NIFTY27APR2317800PE,65,BUY,15.05,27 Apr 2023 10:45:14,SELL,15.8,27 Apr 2023 10:45:44,48.75,4764.5
822,NIFTY27APR2317850PE,65,SELL,35.45,27 Apr 2023 10:45:14,BUY,35.3,27 Apr 2023 10:46:00,9.75,4764.5
823,NIFTY04MAY2317950PE,65,BUY,87.85,28 Apr 2023 10:45:14,SELL,76,28 Apr 2023 10:49:29,-770.25,4904.25
823,NIFTY04MAY2318000PE,65,SELL,115.35,28 Apr 2023 10:45:14,BUY,101.35,28 Apr 2023 10:49:29,910,4904.25
824,NIFTY04MAY2318150PE,65,BUY,55.65,02 May 2023 10:45:14,SELL,49.3,02 May 2023 11:00:29,-412.75,5037.5
824,NIFTY04MAY2318200PE,65,SELL,81.2,02 May 2023 10:45:14,BUY,72.8,02 May 2023 11:00:29,546,5037.5
825,NIFTY04MAY2318100PE,65,BUY,44,03 May 2023 10:45:14,SELL,46.2,03 May 2023 10:56:44,143,5092.75
825,NIFTY04MAY2318150PE,65,SELL,70.05,03 May 2023 10:45:14,BUY,71.4,03 May 2023 10:57:00,-87.75,5092.75
826,NIFTY04MAY2318150PE,65,BUY,30,04 May 2023 10:45:14,SELL,31.5,04 May 2023 10:46:44,97.5,5083
826,NIFTY04MAY2318200PE,65,SELL,64.55,04 May 2023 10:45:14,BUY,66.2,04 May 2023 10:47:00,-107.25,5083
827,NIFTY11MAY2318200PE,65,BUY,66.2,05 May 2023 10:45:14,SELL,69.5,05 May 2023 11:01:44,214.5,4793.75
827,NIFTY11MAY2318250PE,65,SELL,89.45,05 May 2023 10:45:14,BUY,97.2,05 May 2023 11:02:00,-503.75,4793.75
828,NIFTY11MAY2318250PE,65,BUY,69,08 May 2023 10:45:14,SELL,72.45,08 May 2023 10:51:44,224.25,4641
828,NIFTY11MAY2318300PE,65,SELL,94.4,08 May 2023 10:45:14,BUY,100.2,08 May 2023 10:52:00,-377,4641
829,NIFTY11MAY2318350PE,65,BUY,64.6,09 May 2023 10:45:14,SELL,67.8,09 May 2023 11:23:44,208,4563
829,NIFTY11MAY2318400PE,65,SELL,92.5,09 May 2023 10:45:14,BUY,96.9,09 May 2023 11:24:00,-286,4563
830,NIFTY11MAY2318250PE,65,BUY,55.35,10 May 2023 10:45:14,SELL,58.1,10 May 2023 10:45:44,178.75,4475.25
830,NIFTY11MAY2318300PE,65,SELL,83,10 May 2023 10:45:14,BUY,87.1,10 May 2023 10:46:00,-266.5,4475.25
831,NIFTY11MAY2318300PE,65,BUY,16.4,11 May 2023 10:45:14,SELL,12.65,11 May 2023 10:51:29,-243.75,4644.25
831,NIFTY11MAY2318350PE,65,SELL,35.35,11 May 2023 10:45:14,BUY,29,11 May 2023 10:51:29,412.75,4644.25
832,NIFTY18MAY2318250PE,65,BUY,79,12 May 2023 10:45:14,SELL,82.95,12 May 2023 10:47:44,256.75,4647.5
832,NIFTY18MAY2318300PE,65,SELL,102.7,12 May 2023 10:45:14,BUY,106.6,12 May 2023 10:48:00,-253.5,4647.5
833,NIFTY18MAY2318350PE,65,BUY,58.75,15 May 2023 10:45:14,SELL,61.65,15 May 2023 10:51:44,188.5,4553.25
833,NIFTY18MAY2318400PE,65,SELL,79.6,15 May 2023 10:45:14,BUY,83.95,15 May 2023 10:52:00,-282.75,4553.25
834,NIFTY18MAY2318350PE,65,BUY,47.7,16 May 2023 10:45:14,SELL,50.05,16 May 2023 10:45:44,152.75,4423.25
834,NIFTY18MAY2318400PE,65,SELL,68,16 May 2023 10:45:14,BUY,72.35,16 May 2023 10:46:00,-282.75,4423.25
835,NIFTY18MAY2318200PE,65,BUY,37.45,17 May 2023 10:45:14,SELL,39.3,17 May 2023 10:49:44,120.25,4429.75
835,NIFTY18MAY2318250PE,65,SELL,60,17 May 2023 10:45:14,BUY,61.75,17 May 2023 10:50:00,-113.75,4429.75
836,NIFTY18MAY2318200PE,65,BUY,14.4,18 May 2023 10:45:14,SELL,15.1,18 May 2023 10:46:44,45.5,4290
836,NIFTY18MAY2318250PE,65,SELL,35.85,18 May 2023 10:45:14,BUY,38.7,18 May 2023 10:47:00,-185.25,4290
837,NIFTY25MAY2318050PE,65,BUY,75.1,19 May 2023 10:45:14,SELL,66.9,19 May 2023 10:51:29,-533,4426.5
837,NIFTY25MAY2318100PE,65,SELL,97.45,19 May 2023 10:45:14,BUY,87.15,19 May 2023 10:51:29,669.5,4426.5
838,NIFTY25MAY2318250PE,65,BUY,54.5,22 May 2023 10:45:14,SELL,47.4,22 May 2023 10:46:29,-461.5,4559.75
838,NIFTY25MAY2318300PE,65,SELL,74.95,22 May 2023 10:45:14,BUY,65.8,22 May 2023 10:46:29,594.75,4559.75
839,NIFTY25MAY2318350PE,65,BUY,35.25,23 May 2023 10:45:14,SELL,37,23 May 2023 10:51:44,113.75,4488.25
839,NIFTY25MAY2318400PE,65,SELL,52.05,23 May 2023 10:45:14,BUY,54.9,23 May 2023 10:52:00,-185.25,4488.25
840,NIFTY25MAY2318350PE,65,BUY,38.15,24 May 2023 10:45:14,SELL,34.35,24 May 2023 10:50:29,-247,4621.5
840,NIFTY25MAY2318400PE,65,SELL,60.3,24 May 2023 10:45:14,BUY,54.45,24 May 2023 10:50:29,380.25,4621.5
841,NIFTY25MAY2318200PE,65,BUY,12.15,25 May 2023 10:45:14,SELL,12.75,25 May 2023 10:45:44,39,4673.5
841,NIFTY25MAY2318250PE,65,SELL,29.15,25 May 2023 10:45:14,BUY,28.95,25 May 2023 10:46:00,13,4673.5
842,NIFTY01JUN2318400PE,65,BUY,89.85,26 May 2023 10:45:14,SELL,79.8,26 May 2023 11:11:14,-653.25,4855.5
842,NIFTY01JUN2318450PE,65,SELL,114.75,26 May 2023 10:45:14,BUY,101.9,26 May 2023 11:11:14,835.25,4855.5
843,NIFTY01JUN2318650PE,65,BUY,87.1,29 May 2023 10:45:14,SELL,76,29 May 2023 11:07:29,-721.5,5031
843,NIFTY01JUN2318700PE,65,SELL,114.6,29 May 2023 10:45:14,BUY,100.8,29 May 2023 11:07:29,897,5031
844,NIFTY01JUN2318650PE,65,BUY,72.9,30 May 2023 10:45:14,SELL,76.5,30 May 2023 10:47:44,234,4936.75
844,NIFTY01JUN2318700PE,65,SELL,101.4,30 May 2023 10:45:14,BUY,106.45,30 May 2023 10:48:00,-328.25,4936.75
845,NIFTY01JUN2318550PE,65,BUY,54.55,31 May 2023 10:45:14,SELL,47.7,31 May 2023 10:59:29,-445.25,5073.25
845,NIFTY01JUN2318600PE,65,SELL,83.85,31 May 2023 10:45:14,BUY,74.9,31 May 2023 10:59:29,581.75,5073.25
846,NIFTY01JUN2318600PE,65,BUY,49.9,01 Jun 2023 10:45:14,SELL,52.35,01 Jun 2023 10:46:44,159.25,4949.75
846,NIFTY01JUN2318650PE,65,SELL,88.5,01 Jun 2023 10:45:14,BUY,92.85,01 Jun 2023 10:47:00,-282.75,4949.75
847,NIFTY08JUN2318550PE,65,BUY,97.65,02 Jun 2023 10:45:14,SELL,87.85,02 Jun 2023 11:13:14,-637,5099.25
847,NIFTY08JUN2318600PE,65,SELL,124.2,02 Jun 2023 10:45:14,BUY,112.1,02 Jun 2023 11:13:14,786.5,5099.25
848,NIFTY08JUN2318650PE,65,BUY,72.2,05 Jun 2023 10:45:14,SELL,75.8,05 Jun 2023 10:51:44,234,5047.25
848,NIFTY08JUN2318700PE,65,SELL,98.8,05 Jun 2023 10:45:14,BUY,103.2,05 Jun 2023 10:52:00,-286,5047.25
849,NIFTY08JUN2318600PE,65,BUY,74.45,06 Jun 2023 10:45:14,SELL,78.15,06 Jun 2023 10:49:44,240.5,4936.75
849,NIFTY08JUN2318650PE,65,SELL,104.95,06 Jun 2023 10:45:14,BUY,110.35,06 Jun 2023 10:50:00,-351,4936.75
850,NIFTY08JUN2318700PE,65,BUY,68.3,07 Jun 2023 10:45:14,SELL,71.7,07 Jun 2023 10:46:44,221,4748.25
850,NIFTY08JUN2318750PE,65,SELL,104.1,07 Jun 2023 10:45:14,BUY,110.4,07 Jun 2023 10:47:00,-409.5,4748.25
851,NIFTY08JUN2318800PE,65,BUY,46.1,08 Jun 2023 10:45:14,SELL,48.4,08 Jun 2023 11:20:44,149.5,4647.5
851,NIFTY08JUN2318850PE,65,SELL,86.2,08 Jun 2023 10:45:14,BUY,90.05,08 Jun 2023 11:21:00,-250.25,4647.5
852,NIFTY15JUN2318650PE,65,BUY,89.1,09 Jun 2023 10:45:14,SELL,93.55,09 Jun 2023 10:47:44,289.25,4563
852,NIFTY15JUN2318700PE,65,SELL,115.6,09 Jun 2023 10:45:14,BUY,121.35,09 Jun 2023 10:48:00,-373.75,4563
853,NIFTY15JUN2318600PE,65,BUY,64.65,12 Jun 2023 10:45:14,SELL,56.5,12 Jun 2023 11:05:29,-529.75,4696.25
853,NIFTY15JUN2318650PE,65,SELL,88.2,12 Jun 2023 10:45:14,BUY,78,12 Jun 2023 11:05:29,663,4696.25
854,NIFTY15JUN2318700PE,65,BUY,52.6,13 Jun 2023 10:45:14,SELL,55.2,13 Jun 2023 10:50:44,169,4615
854,NIFTY15JUN2318750PE,65,SELL,77.2,13 Jun 2023 10:45:14,BUY,81.05,13 Jun 2023 10:51:00,-250.25,4615
855,NIFTY15JUN2318700PE,65,BUY,39.7,14 Jun 2023 10:45:14,SELL,34.4,14 Jun 2023 10:49:29,-344.5,4748.25
855,NIFTY15JUN2318750PE,65,SELL,64.4,14 Jun 2023 10:45:14,BUY,57.05,14 Jun 2023 10:49:29,477.75,4748.25
856,NIFTY15JUN2318800PE,65,BUY,34.05,15 Jun 2023 10:45:14,SELL,35.75,15 Jun 2023 10:54:44,110.5,4371.25
856,NIFTY15JUN2318850PE,65,SELL,69,15 Jun 2023 10:45:14,BUY,76.5,15 Jun 2023 10:55:00,-487.5,4371.25
857,NIFTY22JUN2318800PE,65,BUY,74.45,16 Jun 2023 10:45:14,SELL,78.15,16 Jun 2023 10:47:44,240.5,4228.25
857,NIFTY22JUN2318850PE,65,SELL,99.2,16 Jun 2023 10:45:14,BUY,105.1,16 Jun 2023 10:48:00,-383.5,4228.25
858,NIFTY22JUN2318800PE,65,BUY,61.5,19 Jun 2023 10:45:14,SELL,64.55,19 Jun 2023 10:47:44,198.25,4199
858,NIFTY22JUN2318850PE,65,SELL,84.45,19 Jun 2023 10:45:14,BUY,87.95,19 Jun 2023 10:48:00,-227.5,4199
859,NIFTY22JUN2318700PE,65,BUY,68.25,20 Jun 2023 10:45:14,SELL,60.15,20 Jun 2023 10:56:29,-526.5,4329
859,NIFTY22JUN2318750PE,65,SELL,98.4,20 Jun 2023 10:45:14,BUY,88.3,20 Jun 2023 10:56:29,656.5,4329
860,NIFTY22JUN2318800PE,65,BUY,39.4,21 Jun 2023 10:45:14,SELL,35.45,21 Jun 2023 10:48:29,-256.75,4465.5
860,NIFTY22JUN2318850PE,65,SELL,63.35,21 Jun 2023 10:45:14,BUY,57.3,21 Jun 2023 10:48:29,393.25,4465.5
861,NIFTY22JUN2318850PE,65,BUY,25.3,22 Jun 2023 10:45:14,SELL,26.55,22 Jun 2023 10:45:44,81.25,4507.75
861,NIFTY22JUN2318900PE,65,SELL,52.6,22 Jun 2023 10:45:14,BUY,53.2,22 Jun 2023 10:46:00,-39,4507.75
862,NIFTY28JUN2318700PE,65,BUY,72.55,23 Jun 2023 10:45:14,SELL,76.15,23 Jun 2023 10:49:44,234,4576
862,NIFTY28JUN2318750PE,65,SELL,95.85,23 Jun 2023 10:45:14,BUY,98.4,23 Jun 2023 10:50:00,-165.75,4576
863,NIFTY28JUN2318650PE,65,BUY,57.9,26 Jun 2023 10:45:14,SELL,60.75,26 Jun 2023 10:57:44,185.25,4712.5
863,NIFTY28JUN2318700PE,65,SELL,80.5,26 Jun 2023 10:45:14,BUY,81.25,26 Jun 2023 10:58:00,-48.75,4712.5
864,NIFTY28JUN2318700PE,65,BUY,39.3,27 Jun 2023 10:45:14,SELL,41.25,27 Jun 2023 10:54:44,126.75,4670.25
864,NIFTY28JUN2318750PE,65,SELL,60.7,27 Jun 2023 10:45:14,BUY,63.3,27 Jun 2023 10:55:00,-169,4670.25
865,NIFTY28JUN2318850PE,65,BUY,12.7,28 Jun 2023 10:45:14,SELL,10.6,28 Jun 2023 10:49:29,-136.5,4800.25
865,NIFTY28JUN2318900PE,65,SELL,27.25,28 Jun 2023 10:45:14,BUY,23.15,28 Jun 2023 10:49:29,266.5,4800.25
866,NIFTY06JUL2319150PE,65,BUY,108.55,30 Jun 2023 10:45:14,SELL,98.15,30 Jun 2023 11:38:29,-676,4930.25
866,NIFTY06JUL2319200PE,65,SELL,138.55,30 Jun 2023 10:45:14,BUY,126.15,30 Jun 2023 11:38:29,806,4930.25
867,NIFTY06JUL2319350PE,65,BUY,98.5,03 Jul 2023 10:45:14,SELL,103.4,03 Jul 2023 10:52:44,318.5,4764.5
867,NIFTY06JUL2319400PE,65,SELL,127.6,03 Jul 2023 10:45:14,BUY,135.05,03 Jul 2023 10:53:00,-484.25,4764.5
868,NIFTY06JUL2319350PE,65,BUY,67.9,04 Jul 2023 10:45:14,SELL,71.25,04 Jul 2023 10:52:44,217.75,4842.5
868,NIFTY06JUL2319400PE,65,SELL,95.85,04 Jul 2023 10:45:14,BUY,98,04 Jul 2023 10:53:00,-139.75,4842.5
869,NIFTY06JUL2319400PE,65,BUY,73.4,05 Jul 2023 10:45:14,SELL,77.05,05 Jul 2023 11:04:44,237.25,4862
869,NIFTY06JUL2319450PE,65,SELL,104.85,05 Jul 2023 10:45:14,BUY,108.2,05 Jul 2023 11:05:00,-217.75,4862
870,NIFTY06JUL2319450PE,65,BUY,44.7,06 Jul 2023 10:45:14,SELL,46.9,06 Jul 2023 10:46:44,143,5226
870,NIFTY06JUL2319500PE,65,SELL,75.75,06 Jul 2023 10:45:14,BUY,72.35,06 Jul 2023 10:47:00,221,5226
871,NIFTY13JUL2319450PE,65,BUY,99.35,07 Jul 2023 10:45:14,SELL,104.3,07 Jul 2023 10:46:44,321.75,5008.25
871,NIFTY13JUL2319500PE,65,SELL,125.3,07 Jul 2023 10:45:14,BUY,133.6,07 Jul 2023 10:47:00,-539.5,5008.25
872,NIFTY13JUL2319450PE,65,BUY,92.85,10 Jul 2023 10:45:14,SELL,97.45,10 Jul 2023 10:50:44,299,4823
872,NIFTY13JUL2319500PE,65,SELL,122.7,10 Jul 2023 10:45:14,BUY,130.15,10 Jul 2023 10:51:00,-484.25,4823
873,NIFTY13JUL2319500PE,65,BUY,67.75,11 Jul 2023 10:45:14,SELL,61.25,11 Jul 2023 11:21:29,-422.5,4959.5
873,NIFTY13JUL2319550PE,65,SELL,96.9,11 Jul 2023 10:45:14,BUY,88.3,11 Jul 2023 11:21:29,559,4959.5
874,NIFTY13JUL2319450PE,65,BUY,42.3,12 Jul 2023 10:45:14,SELL,37.2,12 Jul 2023 10:45:29,-331.5,5109
874,NIFTY13JUL2319500PE,65,SELL,68.3,12 Jul 2023 10:45:14,BUY,60.9,12 Jul 2023 10:45:29,481,5109
875,NIFTY13JUL2319550PE,65,BUY,38,13 Jul 2023 10:45:14,SELL,39.9,13 Jul 2023 10:49:44,123.5,5037.5
875,NIFTY13JUL2319600PE,65,SELL,70.4,13 Jul 2023 10:45:14,BUY,73.4,13 Jul 2023 10:50:00,-195,5037.5
876,NIFTY20JUL2319450PE,65,BUY,75.15,14 Jul 2023 10:45:14,SELL,78.9,14 Jul 2023 10:45:44,243.75,4966
876,NIFTY20JUL2319500PE,65,SELL,99,14 Jul 2023 10:45:14,BUY,103.85,14 Jul 2023 10:46:00,-315.25,4966
877,NIFTY20JUL2319600PE,65,BUY,73.5,17 Jul 2023 10:45:14,SELL,64.15,17 Jul 2023 12:15:29,-607.75,5122
877,NIFTY20JUL2319650PE,65,SELL,98,17 Jul 2023 10:45:14,BUY,86.25,17 Jul 2023 12:15:29,763.75,5122
878,NIFTY20JUL2319700PE,65,BUY,54.75,18 Jul 2023 10:45:14,SELL,45.55,18 Jul 2023 10:59:29,-598,5281.25
878,NIFTY20JUL2319750PE,65,SELL,73.15,18 Jul 2023 10:45:14,BUY,61.5,18 Jul 2023 10:59:29,757.25,5281.25
879,NIFTY20JUL2319750PE,65,BUY,49.85,19 Jul 2023 10:45:14,SELL,52.3,19 Jul 2023 10:45:44,159.25,5619.25
879,NIFTY20JUL2319800PE,65,SELL,73,19 Jul 2023 10:45:14,BUY,70.25,19 Jul 2023 10:46:00,178.75,5619.25
880,NIFTY20JUL2319800PE,65,BUY,30.5,20 Jul 2023 10:45:14,SELL,32,20 Jul 2023 10:45:44,97.5,5547.75
880,NIFTY20JUL2319850PE,65,SELL,53.45,20 Jul 2023 10:45:14,BUY,56.05,20 Jul 2023 10:46:00,-169,5547.75
881,NIFTY27JUL2319800PE,65,BUY,99.6,21 Jul 2023 10:45:14,SELL,104.55,21 Jul 2023 10:48:44,321.75,5482.75
881,NIFTY27JUL2319850PE,65,SELL,122.6,21 Jul 2023 10:45:14,BUY,128.55,21 Jul 2023 10:49:00,-386.75,5482.75
882,NIFTY27JUL2319750PE,65,BUY,76.6,24 Jul 2023 10:45:14,SELL,80.4,24 Jul 2023 10:46:44,247,5430.75
882,NIFTY27JUL2319800PE,65,SELL,98.75,24 Jul 2023 10:45:14,BUY,103.35,24 Jul 2023 10:47:00,-299,5430.75
883,NIFTY27JUL2319650PE,65,BUY,61.85,25 Jul 2023 10:45:14,SELL,64.9,25 Jul 2023 10:57:44,198.25,5362.5
883,NIFTY27JUL2319700PE,65,SELL,84.85,25 Jul 2023 10:45:14,BUY,88.95,25 Jul 2023 10:58:00,-266.5,5362.5
884,NIFTY27JUL2319750PE,65,BUY,41,26 Jul 2023 10:45:14,SELL,43.05,26 Jul 2023 10:56:44,133.25,5297.5
884,NIFTY27JUL2319800PE,65,SELL,61.05,26 Jul 2023 10:45:14,BUY,64.1,26 Jul 2023 10:57:00,-198.25,5297.5
885,NIFTY27JUL2319750PE,65,BUY,21.8,27 Jul 2023 10:45:14,SELL,22.85,27 Jul 2023 10:45:44,68.25,5245.5
885,NIFTY27JUL2319800PE,65,SELL,42.65,27 Jul 2023 10:45:14,BUY,44.5,27 Jul 2023 10:46:00,-120.25,5245.5
886,NIFTY03AUG2319700PE,65,BUY,133.15,28 Jul 2023 10:45:14,SELL,139.8,28 Jul 2023 10:58:44,432.25,5382
886,NIFTY03AUG2319750PE,65,SELL,163.6,28 Jul 2023 10:45:14,BUY,168.15,28 Jul 2023 10:59:00,-295.75,5382
887,NIFTY03AUG2319750PE,65,BUY,108.5,31 Jul 2023 10:45:14,SELL,95.2,31 Jul 2023 11:27:29,-864.5,5525
887,NIFTY03AUG2319800PE,65,SELL,139.35,31 Jul 2023 10:45:14,BUY,123.85,31 Jul 2023 11:27:29,1007.5,5525
888,NIFTY03AUG2319750PE,65,BUY,80,01 Aug 2023 10:45:14,SELL,84,01 Aug 2023 10:45:44,260,5525
888,NIFTY03AUG2319800PE,65,SELL,109.85,01 Aug 2023 10:45:14,BUY,113.85,01 Aug 2023 10:46:00,-260,5525
889,NIFTY03AUG2319600PE,65,BUY,71.3,02 Aug 2023 10:45:14,SELL,74.85,02 Aug 2023 10:53:44,230.75,5781.75
889,NIFTY03AUG2319650PE,65,SELL,102.45,02 Aug 2023 10:45:14,BUY,102.05,02 Aug 2023 10:54:00,26,5781.75
890,NIFTY03AUG2319500PE,65,BUY,62.9,03 Aug 2023 10:45:14,SELL,66,03 Aug 2023 10:49:44,201.5,5723.25
890,NIFTY03AUG2319550PE,65,SELL,98.8,03 Aug 2023 10:45:14,BUY,102.8,03 Aug 2023 10:50:00,-260,5723.25
891,NIFTY10AUG2319500PE,65,BUY,106.95,04 Aug 2023 10:45:14,SELL,112.25,04 Aug 2023 10:47:44,344.5,5616
891,NIFTY10AUG2319550PE,65,SELL,134.65,04 Aug 2023 10:45:14,BUY,141.6,04 Aug 2023 10:48:00,-451.75,5616
892,NIFTY10AUG2319600PE,65,BUY,86.45,07 Aug 2023 10:45:14,SELL,90.75,07 Aug 2023 10:45:44,279.5,5616
892,NIFTY10AUG2319650PE,65,SELL,114.2,07 Aug 2023 10:45:14,BUY,118.5,07 Aug 2023 10:46:00,-279.5,5616
893,NIFTY10AUG2319600PE,65,BUY,68.55,08 Aug 2023 10:45:14,SELL,71.95,08 Aug 2023 10:46:44,221,5599.75
893,NIFTY10AUG2319650PE,65,SELL,95.25,08 Aug 2023 10:45:14,BUY,98.9,08 Aug 2023 10:47:00,-237.25,5599.75
894,NIFTY10AUG2319500PE,65,BUY,71.45,09 Aug 2023 10:45:14,SELL,75,09 Aug 2023 10:52:44,230.75,5534.75
894,NIFTY10AUG2319550PE,65,SELL,101.55,09 Aug 2023 10:45:14,BUY,106.1,09 Aug 2023 10:53:00,-295.75,5534.75
895,NIFTY10AUG2319500PE,65,BUY,47.3,10 Aug 2023 10:45:14,SELL,34.4,10 Aug 2023 10:46:29,-838.5,5801.25
895,NIFTY10AUG2319550PE,65,SELL,78.1,10 Aug 2023 10:45:14,BUY,61.1,10 Aug 2023 10:46:29,1105,5801.25
896,NIFTY17AUG2319450PE,65,BUY,73.2,11 Aug 2023 10:45:14,SELL,76.85,11 Aug 2023 10:58:44,237.25,5746
896,NIFTY17AUG2319500PE,65,SELL,95.75,11 Aug 2023 10:45:14,BUY,100.25,11 Aug 2023 10:59:00,-292.5,5746
897,NIFTY17AUG2319300PE,65,BUY,66.7,14 Aug 2023 10:45:14,SELL,56.75,14 Aug 2023 11:18:29,-646.75,5918.25
897,NIFTY17AUG2319350PE,65,SELL,91.85,14 Aug 2023 10:45:14,BUY,79.25,14 Aug 2023 11:18:29,819,5918.25
898,NIFTY17AUG2319400PE,65,BUY,56.15,16 Aug 2023 10:45:14,SELL,58.95,16 Aug 2023 10:50:44,182,5746
898,NIFTY17AUG2319450PE,65,SELL,84.3,16 Aug 2023 10:45:14,BUY,89.75,16 Aug 2023 10:51:00,-354.25,5746
899,NIFTY17AUG2319350PE,65,BUY,15.7,17 Aug 2023 10:45:14,SELL,16.45,17 Aug 2023 10:46:44,48.75,5869.5
899,NIFTY17AUG2319400PE,65,SELL,35.7,17 Aug 2023 10:45:14,BUY,34.55,17 Aug 2023 10:47:00,74.75,5869.5
900,NIFTY24AUG2319250PE,65,BUY,82.85,18 Aug 2023 10:45:14,SELL,86.95,18 Aug 2023 10:46:44,266.5,5785
900,NIFTY24AUG2319300PE,65,SELL,107.15,18 Aug 2023 10:45:14,BUY,112.55,18 Aug 2023 10:47:00,-351,5785
901,NIFTY24AUG2319300PE,65,BUY,62.05,21 Aug 2023 10:45:14,SELL,65.15,21 Aug 2023 10:46:44,201.5,5807.75
901,NIFTY24AUG2319350PE,65,SELL,84.75,21 Aug 2023 10:45:14,BUY,87.5,21 Aug 2023 10:47:00,-178.75,5807.75
902,NIFTY24AUG2319350PE,65,BUY,41.75,22 Aug 2023 10:45:14,SELL,43.8,22 Aug 2023 10:45:44,133.25,5827.25
902,NIFTY24AUG2319400PE,65,SELL,63.5,22 Aug 2023 10:45:14,BUY,65.25,22 Aug 2023 10:46:00,-113.75,5827.25
903,NIFTY24AUG2319300PE,65,BUY,24.9,23 Aug 2023 10:45:14,SELL,21.4,23 Aug 2023 10:59:29,-227.5,5976.75
903,NIFTY24AUG2319350PE,65,SELL,43.55,23 Aug 2023 10:45:14,BUY,37.75,23 Aug 2023 10:59:29,377,5976.75
904,NIFTY24AUG2319500PE,65,BUY,21.5,24 Aug 2023 10:45:14,SELL,22.55,24 Aug 2023 10:45:44,68.25,6139.25
904,NIFTY24AUG2319550PE,65,SELL,49.1,24 Aug 2023 10:45:14,BUY,47.65,24 Aug 2023 10:46:00,94.25,6139.25
905,NIFTY31AUG2319200PE,65,BUY,78,25 Aug 2023 10:45:14,SELL,64.85,25 Aug 2023 11:07:29,-854.75,6275.75
905,NIFTY31AUG2319250PE,65,SELL,100.6,25 Aug 2023 10:45:14,BUY,85.35,25 Aug 2023 11:07:29,991.25,6275.75
906,NIFTY31AUG2319250PE,65,BUY,54.85,28 Aug 2023 10:45:14,SELL,44.95,28 Aug 2023 11:16:29,-643.5,6431.75
906,NIFTY31AUG2319300PE,65,SELL,75.6,28 Aug 2023 10:45:14,BUY,63.3,28 Aug 2023 11:16:29,799.5,6431.75
907,NIFTY31AUG2319300PE,65,BUY,43.8,29 Aug 2023 10:45:14,SELL,45.95,29 Aug 2023 10:51:44,139.75,6366.75
907,NIFTY31AUG2319350PE,65,SELL,66.65,29 Aug 2023 10:45:14,BUY,69.8,29 Aug 2023 10:52:00,-204.75,6366.75
908,NIFTY31AUG2319400PE,65,BUY,30.6,30 Aug 2023 10:45:14,SELL,27.1,30 Aug 2023 10:49:29,-227.5,6506.5
908,NIFTY31AUG2319450PE,65,SELL,53.4,30 Aug 2023 10:45:14,BUY,47.75,30 Aug 2023 10:49:29,367.25,6506.5
909,NIFTY31AUG2319250PE,65,BUY,9.8,31 Aug 2023 10:45:14,SELL,10.25,31 Aug 2023 10:46:44,29.25,6594.25
