"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","Vix","P/L"
"73","2025-04-17"," 9:35:00 AM","2025-04-17"," 9:36:00 AM","","","","","","","15.94","91.00"
"73.1","2025-04-17"," 9:35:00 AM","2025-04-17"," 9:36:00 AM","CE","23400","Buy","65","22.80","23.25","","29.25"
"73.2","2025-04-17"," 9:35:00 AM","2025-04-17"," 9:36:00 AM","PE","23200","Buy","65","19.20","20.15","","61.75"
"74","2025-04-21"," 9:35:00 AM","2025-04-21"," 9:36:00 AM","","","","","","","15.69","234.00"
"74.1","2025-04-21"," 9:35:00 AM","2025-04-21"," 9:36:00 AM","CE","24100","Buy","65","102.25","104.95","","175.50"
"74.2","2025-04-21"," 9:35:00 AM","2025-04-21"," 9:36:00 AM","PE","23900","Buy","65","136.85","137.75","","58.50"
"75","2025-04-22"," 9:35:00 AM","2025-04-22"," 9:36:00 AM","","","","","","","14.95","-78.00"
"75.1","2025-04-22"," 9:35:00 AM","2025-04-22"," 9:36:00 AM","CE","24250","Buy","65","71.15","72.55","","91.00"
"75.2","2025-04-22"," 9:35:00 AM","2025-04-22"," 9:36:00 AM","PE","24050","Buy","65","63.20","60.60","","-169.00"
"76","2025-04-23"," 9:35:00 AM","2025-04-23"," 9:36:00 AM","","","","","","","15.35","247.00"
"76.1","2025-04-23"," 9:35:00 AM","2025-04-23"," 9:36:00 AM","CE","24400","Buy","65","43.50","44.35","","55.25"
"76.2","2025-04-23"," 9:35:00 AM","2025-04-23"," 9:36:00 AM","PE","24200","Buy","65","59.05","62.00","","191.75"
"77","2025-04-24"," 9:35:00 AM","2025-04-24"," 9:36:00 AM","","","","","","","16.33","204.75"
"77.1","2025-04-24"," 9:35:00 AM","2025-04-24"," 9:36:00 AM","CE","24400","Buy","65","25.60","28.15","","165.75"
"77.2","2025-04-24"," 9:35:00 AM","2025-04-24"," 9:36:00 AM","PE","24200","Buy","65","11.70","12.30","","39.00"
"78","2025-04-25"," 9:35:00 AM","2025-04-25"," 9:36:00 AM","","","","","","","16.04","611.00"
"78.1","2025-04-25"," 9:35:00 AM","2025-04-25"," 9:36:00 AM","CE","24400","Buy","65","129.45","132.05","","169.00"
"78.2","2025-04-25"," 9:35:00 AM","2025-04-25"," 9:36:00 AM","PE","24200","Buy","65","135.90","142.70","","442.00"
"79","2025-04-28"," 9:35:00 AM","2025-04-28"," 9:36:00 AM","","","","","","","17.09","370.50"
"79.1","2025-04-28"," 9:35:00 AM","2025-04-28"," 9:36:00 AM","CE","24300","Buy","65","86.10","87.80","","110.50"
"79.2","2025-04-28"," 9:35:00 AM","2025-04-28"," 9:36:00 AM","PE","24100","Buy","65","79.70","83.70","","260.00"
"80","2025-04-29"," 9:35:00 AM","2025-04-29"," 9:37:00 AM","","","","","","","16.76","-162.50"
"80.1","2025-04-29"," 9:35:00 AM","2025-04-29"," 9:37:00 AM","CE","24550","Buy","65","36.95","32.10","","-315.25"
"80.2","2025-04-29"," 9:35:00 AM","2025-04-29"," 9:36:00 AM","PE","24350","Buy","65","47.05","49.40","","152.75"
"81","2025-04-30"," 9:35:00 AM","2025-04-30"," 9:36:00 AM","","","","","","","17.84","52.00"
"81.1","2025-04-30"," 9:35:00 AM","2025-04-30"," 9:36:00 AM","CE","24450","Buy","65","9.55","9.75","","13.00"
"81.2","2025-04-30"," 9:35:00 AM","2025-04-30"," 9:36:00 AM","PE","24250","Buy","65","12.35","12.95","","39.00"
"82","2025-05-02"," 9:35:00 AM","2025-05-02"," 9:36:00 AM","","","","","","","17.46","-120.25"
"82.1","2025-05-02"," 9:35:00 AM","2025-05-02"," 9:36:00 AM","CE","24650","Buy","65","148.65","144.75","","-253.50"
"82.2","2025-05-02"," 9:35:00 AM","2025-05-02"," 9:36:00 AM","PE","24450","Buy","65","136.20","138.25","","133.25"
"83","2025-05-05"," 9:35:00 AM","2025-05-05"," 9:36:00 AM","","","","","","","18.75","-214.50"
"83.1","2025-05-05"," 9:35:00 AM","2025-05-05"," 9:36:00 AM","CE","24500","Buy","65","99.10","101.10","","130.00"
"83.2","2025-05-05"," 9:35:00 AM","2025-05-05"," 9:36:00 AM","PE","24300","Buy","65","101.90","96.60","","-344.50"
"84","2025-05-06"," 9:35:00 AM","2025-05-06"," 9:36:00 AM","","","","","","","18.51","-19.50"
"84.1","2025-05-06"," 9:35:00 AM","2025-05-06"," 9:36:00 AM","CE","24550","Buy","65","46.00","46.90","","58.50"
"84.2","2025-05-06"," 9:35:00 AM","2025-05-06"," 9:36:00 AM","PE","24350","Buy","65","45.40","44.20","","-78.00"
"85","2025-05-07"," 9:35:00 AM","2025-05-07"," 9:36:00 AM","","","","","","","19.23","71.50"
"85.1","2025-05-07"," 9:35:00 AM","2025-05-07"," 9:36:00 AM","CE","24550","Buy","65","46.50","47.45","","61.75"
"85.2","2025-05-07"," 9:35:00 AM","2025-05-07"," 9:36:00 AM","PE","24350","Buy","65","65.20","65.35","","9.75"
"86","2025-05-08"," 9:35:00 AM","2025-05-08"," 9:36:00 AM","","","","","","","18.55","-13.00"
"86.1","2025-05-08"," 9:35:00 AM","2025-05-08"," 9:36:00 AM","CE","24500","Buy","65","6.85","7.00","","9.75"
"86.2","2025-05-08"," 9:35:00 AM","2025-05-08"," 9:36:00 AM","PE","24300","Buy","65","12.70","12.35","","-22.75"
"87","2025-05-09"," 9:35:00 AM","2025-05-09"," 9:36:00 AM","","","","","","","22.60","351.00"
"87.1","2025-05-09"," 9:35:00 AM","2025-05-09"," 9:36:00 AM","CE","24150","Buy","65","197.50","201.45","","256.75"
"87.2","2025-05-09"," 9:35:00 AM","2025-05-09"," 9:36:00 AM","PE","23950","Buy","65","234.65","236.10","","94.25"
"88","2025-05-12"," 9:35:00 AM","2025-05-12"," 9:36:00 AM","","","","","","","17.50","282.75"
"88.1","2025-05-12"," 9:35:00 AM","2025-05-12"," 9:36:00 AM","CE","24700","Buy","65","114.15","116.45","","149.50"
"88.2","2025-05-12"," 9:35:00 AM","2025-05-12"," 9:36:00 AM","PE","24500","Buy","65","97.75","99.80","","133.25"
"89","2025-05-13"," 9:35:00 AM","2025-05-13"," 9:36:00 AM","","","","","","","18.53","-702.00"
"89.1","2025-05-13"," 9:35:00 AM","2025-05-13"," 9:36:00 AM","CE","24850","Buy","65","139.30","142.10","","182.00"
"89.2","2025-05-13"," 9:35:00 AM","2025-05-13"," 9:36:00 AM","PE","24650","Buy","65","154.50","140.90","","-884.00"
"90","2025-05-14"," 9:35:00 AM","2025-05-14"," 9:36:00 AM","","","","","","","17.84","360.75"
"90.1","2025-05-14"," 9:35:00 AM","2025-05-14"," 9:36:00 AM","CE","24750","Buy","65","73.35","74.90","","100.75"
"90.2","2025-05-14"," 9:35:00 AM","2025-05-14"," 9:36:00 AM","PE","24550","Buy","65","80.40","84.40","","260.00"
"91","2025-05-15"," 9:35:00 AM","2025-05-15"," 9:36:00 AM","","","","","","","17.19","175.50"
"91.1","2025-05-15"," 9:35:00 AM","2025-05-15"," 9:36:00 AM","CE","24700","Buy","65","24.30","24.80","","32.50"
"91.2","2025-05-15"," 9:35:00 AM","2025-05-15"," 9:36:00 AM","PE","24500","Buy","65","30.10","32.30","","143.00"
"92","2025-05-16"," 9:35:00 AM","2025-05-16"," 9:36:00 AM","","","","","","","16.57","-247.00"
"92.1","2025-05-16"," 9:35:00 AM","2025-05-16"," 9:36:00 AM","CE","25100","Buy","65","151.35","154.40","","198.25"
"92.2","2025-05-16"," 9:35:00 AM","2025-05-16"," 9:36:00 AM","PE","24900","Buy","65","139.55","132.70","","-445.25"
"93","2025-05-19"," 9:35:00 AM","2025-05-19"," 9:36:00 AM","","","","","","","17.07","-87.75"
"93.1","2025-05-19"," 9:35:00 AM","2025-05-19"," 9:36:00 AM","CE","25150","Buy","65","120.00","113.60","","-416.00"
"93.2","2025-05-19"," 9:35:00 AM","2025-05-19"," 9:36:00 AM","PE","24950","Buy","65","132.85","137.90","","328.25"
"94","2025-05-20"," 9:35:00 AM","2025-05-20"," 9:36:00 AM","","","","","","","17.39","126.75"
"94.1","2025-05-20"," 9:35:00 AM","2025-05-20"," 9:36:00 AM","CE","25050","Buy","65","82.80","84.45","","107.25"
"94.2","2025-05-20"," 9:35:00 AM","2025-05-20"," 9:36:00 AM","PE","24850","Buy","65","91.70","92.00","","19.50"
"95","2025-05-21"," 9:35:00 AM","2025-05-21"," 9:36:00 AM","","","","","","","17.57","256.75"
"95.1","2025-05-21"," 9:35:00 AM","2025-05-21"," 9:36:00 AM","CE","24850","Buy","65","92.90","94.75","","120.25"
"95.2","2025-05-21"," 9:35:00 AM","2025-05-21"," 9:36:00 AM","PE","24650","Buy","65","68.05","70.15","","136.50"
"96","2025-05-22"," 9:35:00 AM","2025-05-22"," 9:36:00 AM","","","","","","","18.08","169.00"
"96.1","2025-05-22"," 9:35:00 AM","2025-05-22"," 9:36:00 AM","CE","24650","Buy","65","39.70","40.50","","52.00"
"96.2","2025-05-22"," 9:35:00 AM","2025-05-22"," 9:36:00 AM","PE","24450","Buy","65","36.10","37.90","","117.00"
"97","2025-05-23"," 9:35:00 AM","2025-05-23"," 9:36:00 AM","","","","","","","17.07","-55.25"
"97.1","2025-05-23"," 9:35:00 AM","2025-05-23"," 9:36:00 AM","CE","24850","Buy","65","159.75","162.95","","208.00"
"97.2","2025-05-23"," 9:35:00 AM","2025-05-23"," 9:36:00 AM","PE","24650","Buy","65","141.15","137.10","","-263.25"
"98","2025-05-26"," 9:35:00 AM","2025-05-26"," 9:36:00 AM","","","","","","","17.82","-276.25"
"98.1","2025-05-26"," 9:35:00 AM","2025-05-26"," 9:36:00 AM","CE","25150","Buy","65","172.00","169.90","","-136.50"
"98.2","2025-05-26"," 9:35:00 AM","2025-05-26"," 9:36:00 AM","PE","24950","Buy","65","144.80","142.65","","-139.75"
"99","2025-05-27"," 9:35:00 AM","2025-05-27"," 9:36:00 AM","","","","","","","18.81","354.25"
"99.1","2025-05-27"," 9:35:00 AM","2025-05-27"," 9:36:00 AM","CE","24900","Buy","65","182.55","186.20","","237.25"
"99.2","2025-05-27"," 9:35:00 AM","2025-05-27"," 9:36:00 AM","PE","24700","Buy","65","156.40","158.20","","117.00"
"100","2025-05-28"," 9:35:00 AM","2025-05-28"," 9:36:00 AM","","","","","","","18.88","-679.25"
"100.1","2025-05-28"," 9:35:00 AM","2025-05-28"," 9:36:00 AM","CE","24850","Buy","65","147.40","150.35","","191.75"
"100.2","2025-05-28"," 9:35:00 AM","2025-05-28"," 9:36:00 AM","PE","24650","Buy","65","119.85","106.45","","-871.00"
"101","2025-05-29"," 9:35:00 AM","2025-05-29"," 9:36:00 AM","","","","","","","16.91","84.50"
"101.1","2025-05-29"," 9:35:00 AM","2025-05-29"," 9:36:00 AM","CE","24900","Buy","65","18.35","18.85","","32.50"
"101.2","2025-05-29"," 9:35:00 AM","2025-05-29"," 9:36:00 AM","PE","24700","Buy","65","16.05","16.85","","52.00"
"102","2025-05-30"," 9:35:00 AM","2025-05-30"," 9:36:00 AM","","","","","","","16.12","-126.75"
"102.1","2025-05-30"," 9:35:00 AM","2025-05-30"," 9:36:00 AM","CE","24950","Buy","65","169.50","162.45","","-458.25"
"102.2","2025-05-30"," 9:35:00 AM","2025-05-30"," 9:36:00 AM","PE","24750","Buy","65","156.20","161.30","","331.50"
"103","2025-06-02"," 9:35:00 AM","2025-06-02"," 9:36:00 AM","","","","","","","16.98","-438.75"
"103.1","2025-06-02"," 9:35:00 AM","2025-06-02"," 9:36:00 AM","CE","24650","Buy","65","139.80","139.90","","6.50"
"103.2","2025-06-02"," 9:35:00 AM","2025-06-02"," 9:36:00 AM","PE","24450","Buy","65","155.45","148.60","","-445.25"
"104","2025-06-03"," 9:35:00 AM","2025-06-03"," 9:36:00 AM","","","","","","","17.44","-315.25"
"104.1","2025-06-03"," 9:35:00 AM","2025-06-03"," 9:36:00 AM","CE","24750","Buy","65","177.05","180.60","","230.75"
"104.2","2025-06-03"," 9:35:00 AM","2025-06-03"," 9:36:00 AM","PE","24550","Buy","65","177.80","169.40","","-546.00"
"105","2025-06-04"," 9:35:00 AM","2025-06-04"," 9:36:00 AM","","","","","","","16.12","-32.50"
"105.1","2025-06-04"," 9:35:00 AM","2025-06-04"," 9:36:00 AM","CE","24650","Buy","65","65.50","62.40","","-201.50"
"105.2","2025-06-04"," 9:35:00 AM","2025-06-04"," 9:36:00 AM","PE","24450","Buy","65","52.25","54.85","","169.00"
"106","2025-06-05"," 9:35:00 AM","2025-06-05"," 9:36:00 AM","","","","","","","15.59","94.25"
"106.1","2025-06-05"," 9:35:00 AM","2025-06-05"," 9:36:00 AM","CE","24850","Buy","65","31.60","31.65","","3.25"
"106.2","2025-06-05"," 9:35:00 AM","2025-06-05"," 9:36:00 AM","PE","24650","Buy","65","28.50","29.90","","91.00"
"107","2025-06-06"," 9:35:00 AM","2025-06-06"," 9:36:00 AM","","","","","","","14.98","113.75"
"107.1","2025-06-06"," 9:35:00 AM","2025-06-06"," 9:36:00 AM","CE","24800","Buy","65","137.25","138.70","","94.25"
"107.2","2025-06-06"," 9:35:00 AM","2025-06-06"," 9:36:00 AM","PE","24600","Buy","65","121.35","121.65","","19.50"
"108","2025-06-09"," 9:35:00 AM","2025-06-09"," 9:36:00 AM","","","","","","","14.94","312.00"
"108.1","2025-06-09"," 9:35:00 AM","2025-06-09"," 9:36:00 AM","CE","25200","Buy","65","104.70","106.80","","136.50"
"108.2","2025-06-09"," 9:35:00 AM","2025-06-09"," 9:36:00 AM","PE","25000","Buy","65","114.05","116.75","","175.50"
"109","2025-06-10"," 9:35:00 AM","2025-06-10"," 9:36:00 AM","","","","","","","14.53","321.75"
"109.1","2025-06-10"," 9:35:00 AM","2025-06-10"," 9:36:00 AM","CE","25200","Buy","65","73.30","74.75","","94.25"
"109.2","2025-06-10"," 9:35:00 AM","2025-06-10"," 9:36:00 AM","PE","25000","Buy","65","70.20","73.70","","227.50"
"110","2025-06-11"," 9:35:00 AM","2025-06-11"," 9:36:00 AM","","","","","","","13.82","84.50"
"110.1","2025-06-11"," 9:35:00 AM","2025-06-11"," 9:36:00 AM","CE","25250","Buy","65","31.90","32.55","","42.25"
"110.2","2025-06-11"," 9:35:00 AM","2025-06-11"," 9:36:00 AM","PE","25050","Buy","65","45.90","46.55","","42.25"
"111","2025-06-12"," 9:35:00 AM","2025-06-12"," 9:36:00 AM","","","","","","","13.69","-191.75"
"111.1","2025-06-12"," 9:35:00 AM","2025-06-12"," 9:36:00 AM","CE","25300","Buy","65","23.85","21.55","","-149.50"
"111.2","2025-06-12"," 9:35:00 AM","2025-06-12"," 9:36:00 AM","PE","25100","Buy","65","27.15","26.50","","-42.25"
"112","2025-06-13"," 9:35:00 AM","2025-06-13"," 9:36:00 AM","","","","","","","15.37","-133.25"
"112.1","2025-06-13"," 9:35:00 AM","2025-06-13"," 9:36:00 AM","CE","24700","Buy","65","141.45","144.30","","185.25"
"112.2","2025-06-13"," 9:35:00 AM","2025-06-13"," 9:36:00 AM","PE","24500","Buy","65","158.55","153.65","","-318.50"
"113","2025-06-16"," 9:35:00 AM","2025-06-16"," 9:36:00 AM","","","","","","","14.74","221.00"
"113.1","2025-06-16"," 9:35:00 AM","2025-06-16"," 9:36:00 AM","CE","24850","Buy","65","106.70","109.00","","149.50"
"113.2","2025-06-16"," 9:35:00 AM","2025-06-16"," 9:36:00 AM","PE","24650","Buy","65","93.90","95.00","","71.50"
"114","2025-06-17"," 9:35:00 AM","2025-06-17"," 9:37:00 AM","","","","","","","14.72","58.50"
"114.1","2025-06-17"," 9:35:00 AM","2025-06-17"," 9:36:00 AM","CE","25000","Buy","65","69.40","70.80","","91.00"
"114.2","2025-06-17"," 9:35:00 AM","2025-06-17"," 9:37:00 AM","PE","24800","Buy","65","88.65","88.15","","-32.50"
"115","2025-06-18"," 9:35:00 AM","2025-06-18"," 9:36:00 AM","","","","","","","14.44","-78.00"
"115.1","2025-06-18"," 9:35:00 AM","2025-06-18"," 9:36:00 AM","CE","25000","Buy","65","60.45","61.65","","78.00"
"115.2","2025-06-18"," 9:35:00 AM","2025-06-18"," 9:36:00 AM","PE","24800","Buy","65","57.50","55.10","","-156.00"
"116","2025-06-19"," 9:35:00 AM","2025-06-19"," 9:36:00 AM","","","","","","","13.91","71.50"
"116.1","2025-06-19"," 9:35:00 AM","2025-06-19"," 9:36:00 AM","CE","24950","Buy","65","12.45","12.70","","16.25"
"116.2","2025-06-19"," 9:35:00 AM","2025-06-19"," 9:36:00 AM","PE","24750","Buy","65","17.40","18.25","","55.25"
"117","2025-06-20"," 9:35:00 AM","2025-06-20"," 9:36:00 AM","","","","","","","13.64","-65.00"
"117.1","2025-06-20"," 9:35:00 AM","2025-06-20"," 9:36:00 AM","CE","24950","Buy","65","113.70","115.95","","146.25"
"117.2","2025-06-20"," 9:35:00 AM","2025-06-20"," 9:36:00 AM","PE","24750","Buy","65","120.00","116.75","","-211.25"
"118","2025-06-23"," 9:35:00 AM","2025-06-23"," 9:36:00 AM","","","","","","","14.39","-351.00"
"118.1","2025-06-23"," 9:35:00 AM","2025-06-23"," 9:36:00 AM","CE","24950","Buy","65","104.90","107.00","","136.50"
"118.2","2025-06-23"," 9:35:00 AM","2025-06-23"," 9:36:00 AM","PE","24750","Buy","65","107.90","100.40","","-487.50"
"119","2025-06-24"," 9:35:00 AM","2025-06-24"," 9:36:00 AM","","","","","","","13.64","-273.00"
"119.1","2025-06-24"," 9:35:00 AM","2025-06-24"," 9:36:00 AM","CE","25300","Buy","65","81.90","74.25","","-497.25"
"119.2","2025-06-24"," 9:35:00 AM","2025-06-24"," 9:36:00 AM","PE","25100","Buy","65","69.20","72.65","","224.25"
"120","2025-06-25"," 9:35:00 AM","2025-06-25"," 9:36:00 AM","","","","","","","13.31","58.50"
"120.1","2025-06-25"," 9:35:00 AM","2025-06-25"," 9:36:00 AM","CE","25300","Buy","65","43.75","42.55","","-78.00"
"120.2","2025-06-25"," 9:35:00 AM","2025-06-25"," 9:36:00 AM","PE","25100","Buy","65","49.00","51.10","","136.50"
"121","2025-06-26"," 9:35:00 AM","2025-06-26"," 9:36:00 AM","","","","","","","13.15","156.00"
"121.1","2025-06-26"," 9:35:00 AM","2025-06-26"," 9:36:00 AM","CE","25450","Buy","65","49.65","50.65","","65.00"
"121.2","2025-06-26"," 9:35:00 AM","2025-06-26"," 9:36:00 AM","PE","25250","Buy","65","28.30","29.70","","91.00"
"122","2025-06-27"," 9:35:00 AM","2025-06-27"," 9:36:00 AM","","","","","","","12.56","-120.25"
"122.1","2025-06-27"," 9:35:00 AM","2025-06-27"," 9:36:00 AM","CE","25650","Buy","65","132.80","135.45","","172.25"
"122.2","2025-06-27"," 9:35:00 AM","2025-06-27"," 9:36:00 AM","PE","25450","Buy","65","108.00","103.50","","-292.50"
"123","2025-06-30"," 9:35:00 AM","2025-06-30"," 9:36:00 AM","","","","","","","12.71","139.75"
"123.1","2025-06-30"," 9:35:00 AM","2025-06-30"," 9:36:00 AM","CE","25700","Buy","65","100.75","102.75","","130.00"
"123.2","2025-06-30"," 9:35:00 AM","2025-06-30"," 9:36:00 AM","PE","25500","Buy","65","84.50","84.65","","9.75"
"124","2025-07-01"," 9:35:00 AM","2025-07-01"," 9:36:00 AM","","","","","","","12.73","351.00"
"124.1","2025-07-01"," 9:35:00 AM","2025-07-01"," 9:36:00 AM","CE","25700","Buy","65","64.85","66.15","","84.50"
"124.2","2025-07-01"," 9:35:00 AM","2025-07-01"," 9:36:00 AM","PE","25500","Buy","65","81.80","85.90","","266.50"
"125","2025-07-02"," 9:35:00 AM","2025-07-02"," 9:36:00 AM","","","","","","","12.44","29.25"
"125.1","2025-07-02"," 9:35:00 AM","2025-07-02"," 9:36:00 AM","CE","25650","Buy","65","42.05","42.90","","55.25"
"125.2","2025-07-02"," 9:35:00 AM","2025-07-02"," 9:36:00 AM","PE","25450","Buy","65","34.85","34.45","","-26.00"
"126","2025-07-03"," 9:35:00 AM","2025-07-03"," 9:36:00 AM","","","","","","","12.35","71.50"
"126.1","2025-07-03"," 9:35:00 AM","2025-07-03"," 9:36:00 AM","CE","25550","Buy","65","16.85","17.20","","22.75"
"126.2","2025-07-03"," 9:35:00 AM","2025-07-03"," 9:36:00 AM","PE","25350","Buy","65","14.55","15.30","","48.75"
"127","2025-07-04"," 9:35:00 AM","2025-07-04"," 9:36:00 AM","","","","","","","12.32","328.25"
"127.1","2025-07-04"," 9:35:00 AM","2025-07-04"," 9:36:00 AM","CE","25500","Buy","65","113.65","114.00","","22.75"
"127.2","2025-07-04"," 9:35:00 AM","2025-07-04"," 9:36:00 AM","PE","25300","Buy","65","93.90","98.60","","305.50"
"128","2025-07-07"," 9:35:00 AM","2025-07-07"," 9:36:00 AM","","","","","","","12.68","32.50"
"128.1","2025-07-07"," 9:35:00 AM","2025-07-07"," 9:36:00 AM","CE","25600","Buy","65","78.40","79.95","","100.75"
"128.2","2025-07-07"," 9:35:00 AM","2025-07-07"," 9:36:00 AM","PE","25400","Buy","65","84.00","82.95","","-68.25"
"129","2025-07-08"," 9:35:00 AM","2025-07-08"," 9:36:00 AM","","","","","","","12.45","-39.00"
"129.1","2025-07-08"," 9:35:00 AM","2025-07-08"," 9:36:00 AM","CE","25550","Buy","65","66.40","67.75","","87.75"
"129.2","2025-07-08"," 9:35:00 AM","2025-07-08"," 9:36:00 AM","PE","25350","Buy","65","51.25","49.30","","-126.75"
"130","2025-07-09"," 9:35:00 AM","2025-07-09"," 9:36:00 AM","","","","","","","11.85","55.25"
"130.1","2025-07-09"," 9:35:00 AM","2025-07-09"," 9:36:00 AM","CE","25600","Buy","65","33.80","34.50","","45.50"
"130.2","2025-07-09"," 9:35:00 AM","2025-07-09"," 9:36:00 AM","PE","25400","Buy","65","31.80","31.95","","9.75"
"131","2025-07-10"," 9:35:00 AM","2025-07-10"," 9:36:00 AM","","","","","","","11.88","71.50"
"131.1","2025-07-10"," 9:35:00 AM","2025-07-10"," 9:36:00 AM","CE","25550","Buy","65","17.00","17.35","","22.75"
"131.2","2025-07-10"," 9:35:00 AM","2025-07-10"," 9:36:00 AM","PE","25350","Buy","65","15.35","16.10","","48.75"
"132","2025-07-11"," 9:35:00 AM","2025-07-11"," 9:37:00 AM","","","","","","","11.59","-68.25"
"132.1","2025-07-11"," 9:35:00 AM","2025-07-11"," 9:37:00 AM","CE","25400","Buy","65","86.15","87.85","","110.50"
"132.2","2025-07-11"," 9:35:00 AM","2025-07-11"," 9:37:00 AM","PE","25200","Buy","65","78.20","75.45","","-178.75"
"133","2025-07-14"," 9:35:00 AM","2025-07-14"," 9:37:00 AM","","","","","","","12.21","188.50"
"133.1","2025-07-14"," 9:35:00 AM","2025-07-14"," 9:37:00 AM","CE","25150","Buy","65","80.40","80.10","","-19.50"
"133.2","2025-07-14"," 9:35:00 AM","2025-07-14"," 9:36:00 AM","PE","24950","Buy","65","63.80","67.00","","208.00"
"134","2025-07-15"," 9:35:00 AM","2025-07-15"," 9:36:00 AM","","","","","","","11.77","52.00"
"134.1","2025-07-15"," 9:35:00 AM","2025-07-15"," 9:36:00 AM","CE","25250","Buy","65","49.30","47.75","","-100.75"
"134.2","2025-07-15"," 9:35:00 AM","2025-07-15"," 9:36:00 AM","PE","25050","Buy","65","47.15","49.50","","152.75"
"135","2025-07-16"," 9:35:00 AM","2025-07-16"," 9:37:00 AM","","","","","","","11.48","133.25"
"135.1","2025-07-16"," 9:35:00 AM","2025-07-16"," 9:37:00 AM","CE","25250","Buy","65","33.85","34.55","","45.50"
"135.2","2025-07-16"," 9:35:00 AM","2025-07-16"," 9:36:00 AM","PE","25050","Buy","65","26.70","28.05","","87.75"
"136","2025-07-17"," 9:35:00 AM","2025-07-17"," 9:37:00 AM","","","","","","","11.25","-55.25"
"136.1","2025-07-17"," 9:35:00 AM","2025-07-17"," 9:37:00 AM","CE","25300","Buy","65","11.35","9.95","","-91.00"
"136.2","2025-07-17"," 9:35:00 AM","2025-07-17"," 9:36:00 AM","PE","25100","Buy","65","11.00","11.55","","35.75"
"137","2025-07-18"," 9:35:00 AM","2025-07-18"," 9:36:00 AM","","","","","","","11.20","55.25"
"137.1","2025-07-18"," 9:35:00 AM","2025-07-18"," 9:36:00 AM","CE","25200","Buy","65","86.20","85.70","","-32.50"
"137.2","2025-07-18"," 9:35:00 AM","2025-07-18"," 9:36:00 AM","PE","25000","Buy","65","79.65","81.00","","87.75"
"138","2025-07-21"," 9:35:00 AM","2025-07-21"," 9:36:00 AM","","","","","","","11.64","-133.25"
"138.1","2025-07-21"," 9:35:00 AM","2025-07-21"," 9:36:00 AM","CE","25000","Buy","65","69.45","70.85","","91.00"
"138.2","2025-07-21"," 9:35:00 AM","2025-07-21"," 9:36:00 AM","PE","24800","Buy","65","64.95","61.50","","-224.25"
"139","2025-07-22"," 9:35:00 AM","2025-07-22"," 9:36:00 AM","","","","","","","11.02","185.25"
"139.1","2025-07-22"," 9:35:00 AM","2025-07-22"," 9:36:00 AM","CE","25200","Buy","65","50.60","51.60","","65.00"
"139.2","2025-07-22"," 9:35:00 AM","2025-07-22"," 9:36:00 AM","PE","25000","Buy","65","37.40","39.25","","120.25"
"140","2025-07-23"," 9:35:00 AM","2025-07-23"," 9:36:00 AM","","","","","","","10.62","113.75"
"140.1","2025-07-23"," 9:35:00 AM","2025-07-23"," 9:36:00 AM","CE","25200","Buy","65","31.55","32.20","","42.25"
"140.2","2025-07-23"," 9:35:00 AM","2025-07-23"," 9:36:00 AM","PE","25000","Buy","65","21.85","22.95","","71.50"
"141","2025-07-24"," 9:35:00 AM","2025-07-24"," 9:36:00 AM","","","","","","","10.54","-55.25"
"141.1","2025-07-24"," 9:35:00 AM","2025-07-24"," 9:36:00 AM","CE","25300","Buy","65","8.00","8.15","","9.75"
"141.2","2025-07-24"," 9:35:00 AM","2025-07-24"," 9:36:00 AM","PE","25100","Buy","65","10.45","9.45","","-65.00"
"142","2025-07-25"," 9:35:00 AM","2025-07-25"," 9:36:00 AM","","","","","","","10.91","-91.00"
"142.1","2025-07-25"," 9:35:00 AM","2025-07-25"," 9:36:00 AM","CE","25050","Buy","65","88.65","90.40","","113.75"
"142.2","2025-07-25"," 9:35:00 AM","2025-07-25"," 9:36:00 AM","PE","24850","Buy","65","75.15","72.00","","-204.75"
"143","2025-07-28"," 9:35:00 AM","2025-07-28"," 9:36:00 AM","","","","","","","11.79","136.50"
"143.1","2025-07-28"," 9:35:00 AM","2025-07-28"," 9:36:00 AM","CE","24950","Buy","65","89.85","91.65","","117.00"
"143.2","2025-07-28"," 9:35:00 AM","2025-07-28"," 9:36:00 AM","PE","24750","Buy","65","62.85","63.15","","19.50"
"144","2025-07-29"," 9:35:00 AM","2025-07-29"," 9:36:00 AM","","","","","","","12.08","-357.50"
"144.1","2025-07-29"," 9:35:00 AM","2025-07-29"," 9:36:00 AM","CE","24800","Buy","65","68.50","60.30","","-533.00"
"144.2","2025-07-29"," 9:35:00 AM","2025-07-29"," 9:36:00 AM","PE","24600","Buy","65","53.55","56.25","","175.50"
"145","2025-07-30"," 9:35:00 AM","2025-07-30"," 9:36:00 AM","","","","","","","11.59","-191.75"
"145.1","2025-07-30"," 9:35:00 AM","2025-07-30"," 9:36:00 AM","CE","24950","Buy","65","44.25","39.80","","-289.25"
"145.2","2025-07-30"," 9:35:00 AM","2025-07-30"," 9:36:00 AM","PE","24750","Buy","65","30.15","31.65","","97.50"
"146","2025-07-31"," 9:35:00 AM","2025-07-31"," 9:36:00 AM","","","","","","","11.96","-175.50"
"146.1","2025-07-31"," 9:35:00 AM","2025-07-31"," 9:36:00 AM","CE","24800","Buy","65","23.00","19.25","","-243.75"
